word_a	word_b	rhyme
stevnemøte	støter	1
måneskinn	marmortrinn	1
kanhende	kjenne	1
solgangsild	fargespill	1
salt	alt	1
tonestrøm	øm	1
egg	hegg	1
sirenesang	klokkeklang	1
pranger	vanger	1
omme	komme	1
letter	setter	1
lampeskinn	grind	1
stut	stutt	1
færing	næring	1
minne	forsvinne	1
vinter-natt	betatt	1
funn	menneskemunn	1
kitt	furuhvitt	1
skogene	slogene	1
grant	kant	1
mer	ler	1
rake	tilbake	1
nikk	fabrikk	1
Vestersalt	alt	1
ene	tjene	1
yacht	slott	1
rettes	settes	1
Hermonjetten	søvnig-gretten	1
mitt	hvitt	1
lin	måneskinn	1
arbeidshvil	vil	1
jubelklang	folkerang	1
himmelblått	rått	1
fugleværet	bære	1
forstøtt	født	1
kjerner	strandblomststjerner	1
gjeld	vel	1
gren	ren	1
store	roret	1
ganger	søyleganger	1
verdensstat	lat	1
pastoral	Kal	1
dom	tom	1
morgen-gry	by	1
kroner	kongetroner	1
vaner	baner	1
kongeveier	heier	1
stinger	finger	1
klippedale	vinterdvale	1
forstøtt	søtt	1
høre	øret	1
krigerskare	kristenskare	1
ryker	fyker	1
romantikk	blikk	1
gudinner	forsvinner	1
make	tilbake.	1
nordenvind	spinn	1
føden	aftenrøden	1
gror	bror	1
bule	Thule	1
bys	grys	1
bølgedans	stans	1
slutt	Knut	1
fortjener	forener	1
bjørk	ørk	1
røde	øde	1
sekund	ørkenbunn	1
ving	omkring	1
runde	sunne	1
lidt	sitt	1
akse	flakse	1
jubelklang	jubelsang	1
lemper	demper	1
henrevet	levet	1
hjerner	lanterner	1
norskhetslære	ære	1
sprenges	slenges	1
folkerang	kjempe-sang	1
Staupersund	hjertegrunn	1
tilside	vide	1
spinner	slavinner	1
enger	henger	1
Kviste	kiste	1
Evighøye	himmelhøye	1
melde	velde	1
klagen	skarlagen	1
amuletter	setter	1
matt	att	1
seier	neier	1
krukke	sukke	1
fløy	høy	1
Gaukværøy	regnbueøy	1
aveny	by	1
unnskyldning	hylning	1
lur	ur	1
basuner	luner	1
helligånd	Henderson	1
sardin	eventyr-sinn	1
liv	kiv	1
redningsverk	renholdsverk	1
åpen	tåpen	1
forklare	svare	1
mat	lat	1
herskerstol	sol	1
bare	svare	1
vin	hvin	1
alders-smykke	Niirenbergerstykke	1
stropp	granetopp	1
finner	romerinner	1
kott	betrådt	1
skatter	bratte	1
lutt	bølgesprut	1
lake	rake	1
betrådt	grått	1
baner	vaner	1
gigant	brant	1
midt	stridt	1
sommernatt	skratt	1
kamerat	hatt	1
glemmes	gjemmes	1
kratt	lat	1
kast	rast	1
smil	hvil	1
tang	jubelsang	1
ørnebrus	vingesus	1
englevinger	omringer	1
spent	prent	1
skranker	planker	1
heller	feller	1
renter	prenter	1
klippemuren	sturen	1
forlatt	fingerhatt	1
skare	snare	1
marsaftenvind	stinn	1
lykke	trykke	1
klokkeklang	tonetrang	1
tvende	avvende	1
enevelde	velde	1
frukt	slukt	1
fødsels-stjerne	stjerne	1
portal	sval	1
kjær	enhver	1
opal	ritual	1
kjør	honnør	1
stand	likedan	1
kring	ting	1
danser	dissonanser	1
spant	iblandt	1
stranden	sanden	1
slukt	brukt	1
drømmespinn	min	1
vilje	lilje	1
pistil	renkespill	1
stakler	mirakler	1
ditt	såvidt	1
vike	rike	1
forlatt	ratt	1
myr	flyr	1
kart	fart	1
drikkevarer	fanfarer	1
gynge	dynge	1
minne	besinne	1
stiller	kilder	1
ull	kummerfull	1
milde	silde	1
dessverre	verre	1
skygger	iserygger	1
sanden	hinannen	1
akker	bakker	1
seder	forleder	1
ingenting	sving	1
tind	ørnesinn	1
mere	feriere	1
buer	hjerteluer	1
sin	mandolin	1
folkerang	sprang	1
overflod	blod	1
vannet	sandet	1
nordlys-strøm	blåtøyssøm	1
stikk	avskjedsblikk	1
tager	fager	1
frede	nede	1
smertestønn	sønn	1
dødninghaven	staven	1
mål	nål	1
trinn	din	1
skjer	ser	1
lagt	skaper-makt	1
best	vest	1
turneringsskranke	vanke	1
tilkjenne	tenne	1
forrådshus	hus	1
gått	mørkegrått	1
gatesprekk	trekk	1
mæle	dvele	1
skral	Cheval	1
kalt	kaldt	1
hund	stund	1
jammer	seildugshammer	1
bygge	hygge	1
mystikk	klikk	1
til	vil	1
farten	Svarten	1
kapiteler	blomstersjeler	1
fund	lund	1
pløyet	drøye	1
skyr	eventyr	1
bratt	verdensstat	1
bare	vare	1
fått	yacht	1
hav-brynet	synet	1
prat	fingerhatt	1
hedningesjele	knele	1
skall	hal	1
spare	bevare	1
finn	svin	1
seng	kløvereng	1
bedrage	jage	1
strenge	lenge	1
brøt	bløt	1
forsvarer	fanfarer	1
best	blest	1
låret	året	1
savn	favn	1
bjelle	velde	1
hvin	marsaftenvind	1
trer	ter	1
drikkevarer	skarer	1
sardin	stjerneskinn	1
lempe	kjempe	1
bøye	øyet	1
underklang	folkerang	1
apespill	sild	1
lønner	bønner	1
ise	prise	1
vrake	svake	1
lemmer	hemmer	1
grav	gav	1
gleder	betreder	1
slottsportal	Cheval	1
skare	fare	1
stjerner	kverner	1
Baal	signal	1
geseller	bordeller	1
fjell	østenvindskveld	1
forstått	grått	1
kilder	skiller	1
nemme	hjemme	1
Sanktehans	hans	1
protester	ber	1
ærer	tærer	1
riste	triste	1
fossefallet	falle	1
tind	vestenvind	1
tur	kultur	1
guttenaturen	turen	1
solgangsild	spill	1
skatter	fatter	1
sør	brudeslør	1
truer	buer	1
sletten	ætten	1
dragen	klagen	1
klikk	fikk	1
forskrekker	sekker	1
glatt	bratt	1
centnervekt	slekt	1
liste	friste	1
forstått	drott	1
lin	marmortrinn	1
sirenesang	forårssang	1
pålandsvind	marsaftenvind	1
natur	snur	1
stol	pol	1
lønn	bønn	1
forsvarer	skarer	1
sti	knusleri	1
underklang	jubelsang	1
helt	telt	1
bram	ham	1
flate	gate	1
fin	min	1
messeserk	klerk	1
sut	slutt	1
dødningkiste	niste	1
klegg	legg	1
lind	hvin	1
flammespill	kil	1
ur	snur	1
kveld	skjel	1
gull	muld	1
dele	fjæle	1
fiolin	kinn	1
kjolen	polen	1
bekranser	danser	1
klok	tok	1
hatt	kratt	1
ud	seiersbud	1
klut	fut	1
grind	mandolin	1
bjeller	treller	1
fingerhatt	sommernatt	1
betvang	merkestang	1
hen	mellom-menn	1
sang	folkerang	1
morgen-sky	morgengry	1
slør	humør	1
hud	seiersbud	1
tamme	Amen	1
vet	profet	1
pass	vindusglass	1
sende	henne	1
si	i	1
avgrunnsbro	bo	1
røttene	nøttene	1
stund	ørkenbunn	1
nelde	gjelde	1
vill	til	1
askestedet	dernede	1
så	trå	1
pistil	fløytespill	1
tue	kue	1
stang	bladehang	1
sluser	knuser	1
fjorde	borde	1
drikk	fikk	1
broderskare	bevare	1
kart	standart	1
bøtes	aften	1
vare	forklare	1
Kongestol	sagastol	1
alene	scene	1
glør	Hør	1
tro	stod	1
skjær	vær	1
at	fingerhatt	1
brudekrans	tornekrans	1
fang	vang	1
rundet	funnet	1
ingengang	strengeklang	1
hjeller	overvelder	1
trinn	sinn	1
annet	landet	1
luer	skuer	1
betrede	berede	1
brisk	disk	1
ild	bil	1
katedral	slottsportal	1
parodier	befrier	1
bjelkevegg	vegg	1
hall	stall	1
trinn	inn	1
slåpetornstrand	forstand	1
trenge	strenge	1
skratt	soldat	1
piker	beriker	1
sild	narrespill	1
kysten	jordskjelvsrysten	1
stemme	fornemme	1
13	søvnig-gretten	1
at	ratt	1
tak	strak	1
stjerneblått	himmelblått	1
himmelranden	sanden	1
bar	var	1
visp	risp	1
igjen	menn	1
direktør	Hør	1
rund	sekund	1
sceneriet	partiet	1
kinn	spinn	1
ømt	skrømt	1
bord	ord	1
gudelære	sfære	1
grønne	skjønne	1
kildested	ned	1
blikk	musikk	1
klokkespill	fargespill	1
tvang	gullplateklang	1
benkes	lenkes	1
kaserne	stjerne	1
fjord	stor	1
bjelkevegg	skjegg	1
derinn	aftenvind	1
rik	vik	1
dal	slavemoral	1
ting	Ting	1
jubellyd	pryd	1
lysestake	rake	1
Rolland	betvang	1
le	se	1
avskjedssang	bladehang	1
dans	krans	1
huler	skjuler	1
puddelhund	hjertegrunn	1
seierssang	vingefang	1
bevet	skrevet	1
senkt	ubetenkt	1
gudeslott	mørkegrått	1
tort	kort	1
visste	friste	1
hestehover	vover	1
Hans	tornekrans	1
rast	mast	1
bjelkevegg	dregg	1
plager	kulelager	1
har	var	1
slenger	strenger	1
ild	smil	1
dage	lage	1
betvang	fuglesang	1
stans	farvesans	1
binder	slavinner	1
klut	sut	1
mil	sommermild	1
Hermonjetten	13	1
falt	kalt	1
vovet	lovet	1
korsfester	rester	1
folkerang	tonetrang	1
verdens-bulder	skulder	1
plankeverk	renholdsverk	1
bilder	stiller	1
besnære	være	1
milelang	sirenesang	1
fare	snare	1
dammer	lammer	1
breder	leder	1
knuger	ruger	1
tvang	jubelklang	1
smilehull	månegull	1
vindusglasset	passe	1
Henderson	liljebånd	1
vingesus	grus	1
ingenting	kring	1
arresten	resten	1
sprøyter	brøyter	1
forsvant	bandt	1
strande	branne	1
mo	ro	1
sande	panne	1
kold	fold	1
gule-blå	på	1
tager	jager	1
drevet	blevet	1
marv	harv	1
Nang	klokkeklang	1
skrifter	bedrifter	1
slitt	stridt	1
forskrekker	klipperekker	1
stanger	fanger	1
helligdom	kom	1
ordensbånd	evighetsbånd	1
himmelblått	drott	1
alders-smykke	smykke	1
høvedsmann	trelleland	1
hundre	undre	1
gommen	lommen	1
hark	ark	1
fløyt	sprøyt	1
skritt	fritt	1
frede	tilstede	1
kjøkkengang	tvang	1
fler	sner	1
kobberskjold	protokoll	1
avgrunnsbruset	kruset	1
taler	svaler	1
meget	preget	1
tur	lur	1
hang	vang	1
sekker	strekker	1
blidt	stridt	1
hullt	mammonkult	1
hodebry	fiskerby	1
øye	Evighøye	1
stier	draperier	1
barneøye	Høye	1
takten	makten	1
presteskrud	ud	1
skatt	stat	1
ry	fly	1
øve	løve	1
mon	broderhånd	1
utrolig	trolig	1
nordlys-prakt	makt	1
romerferd	menskeverd	1
offisers-bror	kontor	1
flomme	domme	1
ul	smul	1
spisesal	Cheval	1
hedningesjele	melet	1
slør	rosenglør	1
mur	bur	1
betvang	vang	1
drevet	krevet	1
mildt	stilt	1
hen	igjen	1
mørkekott	grått	1
bevart	besvart	1
vanne	stande	1
smatt	fat	1
strengeklang	merkestang	1
sover	hestehover	1
Baal	ritual	1
sekund	flammemunn	1
vei	seg	1
seiers-smykke	fryse	1
violin	solskinnsvind	1
stanger	Hardanger	1
drott	grått	1
forårssang	merkestang	1
lin	vin	1
stikkes	spikkes	1
gry	gledesgny	1
ansvarsflate	flate	1
drømmesyn	bryn	1
tærne	fødsels-stjerne	1
prester	kjøkemester	1
synger	blomsterklynger	1
penger	lenger	1
klynken	hjerteynken	1
rull	smilehull	1
opp	knopp	1
malm	halm	1
måneglans	stråleglans	1
brott	slott	1
knaker	saker	1
gigant	svant	1
skiver	iver	1
bordet	spore	1
blest	protest	1
vånde	sonde	1
lage	sage	1
aveny	gny	1
hende	sende	1
gjester	rester	1
gategutt	brutt	1
bunn	hjertegrunn	1
spinner	forsvinner	1
Kongestol	herskerstol	1
fjell	strålevell	1
spilt	skilt	1
lut	gutt	1
godnatt	besatt	1
fortjener	grener	1
gror	ord	1
søm	tonestrøm	1
fargespill	mild	1
drage	hage	1
's	solskinnsglans	1
vare	snare	1
kjempe-kull	muld	1
nikk	leskedrikk	1
plukkes	dukkes	1
benkerader	stolestader	1
makt	lagt	1
svin	sinn	1
vande	branne	1
havner	navner	1
brått	flott	1
nå	du	1
forutsagt	tilbakelagt	1
klemmer	lemmer	1
forstår	hår	1
griller	spiller	1
topp	edderkopp	1
jammer	skrammer	1
vinter-natt	natt	1
brann	rand	1
gudspalass	gass	1
væpne	skjebne	1
stue	due	1
smertestønn	søstersønn	1
felt	elt	1
barneøye	fornøyet	1
drikke	kvikke	1
land	sand	1
valgt	smalt	1
far	bar	1
steds	kreds	1
rund	lund	1
dommen	lommen	1
hammer	flammer	1
mon	fiskerånd	1
dal	sal	1
kjør	tør	1
brått	slått	1
drevet	kingelvevet	1
il	narrespill	1
gjøglergevandt	drabant	1
våbengny	fly	1
vendt	sendt	1
brammer	hammer	1
slikt	kvikt	1
ørkenild	renkespill	1
forvirrer	virrer	1
arbeidervin	aftenvind	1
bord	gror	1
gjøre	røre	1
fedrearv	harv	1
fått	grått	1
fant	kant	1
sko	god	1
strengeklang	fuglesang	1
forstår	slår	1
Nang	gang	1
blott	mørkegrått	1
knusleri	forbi	1
forårssang	fuglesang	1
svarer	fanfarer	1
eget	beveget	1
metropol	kongestol	1
tanger	falanger	1
hake	lysestake	1
stjerneskinn	sinn	1
tvil	kil	1
glede	kvede	1
instrumenter	prenter	1
skyr	gryr	1
tukt	smukt	1
varm	barm	1
brudekrans	hans	1
beskrive	rive	1
driv	bliv	1
drømmespinn	tind	1
fått	drott	1
skulderblar	kar	1
ocean	aeroplan	1
gremmer	glemmer	1
falanger	folke-sanger	1
svant	hjerter	1
levet	svevet	1
klokkespill	spill	1
rager	klager	1
romantikk	musikk	1
parat	verdensstat	1
hilder	filler	1
gremme	tordenstemme	1
bærer	tærer	1
sko	to	1
skove-	love	1
kaprifol	sagastol	1
bare	fare	1
sildring	hildring	1
vinter-natt	prat	1
plikt	kvikt	1
lært	svært	1
blått	brott	1
lier	melodier	1
stevner	evner	1
fukter	frukter	1
menneskehjem	hvilehjem	1
engang	vang	1
går	skår	1
røve	tøve	1
tindekrans	sankthans	1
tak	svak	1
samle	gamle	1
knekket	dekket	1
lunger	unger	1
parat	kamerat	1
renner	romerinner	1
protest	pest	1
smerte-stønn	drønn	1
elvesus	vingesus	1
seierssang	merkestang	1
tornekrans	stans	1
forstøtt	hestekjøtt	1
tretter	utsletter	1
fryktet	styrket	1
hverdagslam	tam	1
åpenbare	kare	1
svamp	damp	1
brann	han	1
brenner	sender	1
naturen	sturen	1
ord	overbord	1
fiolin	vind	1
svinge	oppsvinge	1
gledesgny	ly	1
grisk	hvisk	1
ditinn	spinn	1
sterk	verk	1
sankthans	fans	1
strengeklang	vang	1
elende	tenne	1
Hans	hans	1
helvedånd	ånd	1
setning	fletning	1
vinge	bringe	1
selv-ironi	fri	1
lampeskinn	kinn	1
brøden	grøden	1
forårssang	vang	1
dravat	lat	1
blott	brott	1
mandolin	aftenvind	1
inn	vind	1
kjempepolyp	kryp	1
glatt	parat	1
omkring	ingenting	1
kåret	hundreåret	1
vi	forbi	1
pinner	minner	1
dødningklær	hær	1
Rolland	vingefang	1
sand	land	1
trafikk	romantikk	1
vang	gang	1
rankt	blankt	1
slange	fange	1
pletten	ætten	1
seiersgildet	stillet	1
bratt	skratt	1
hatt	smatt	1
Nang	forårssang	1
hast	krasst	1
kvikke	skikke	1
kontrafei	veg	1
igang	bølgegang	1
stekket	knekket	1
fakter	sjakter	1
makter	fakter	1
drømmespinn	kjerringgrin	1
høres	snøres	1
godt	mørkekott	1
klyver	flyver	1
fjærer	bærer	1
nest	offerprest	1
formilde	trille	1
stimer	timer	1
bølgespill	fil	1
plett	nett	1
munn	elvebunn	1
kaller	raller	1
dal	ideal	1
grav	stav	1
prate	klassehatet	1
krøp	svøp	1
syrin	ditinn	1
ørkenild	fløytespill	1
alene	stene	1
ungdoms-hjem	strålebrem	1
spille	vilde	1
soldater	gater	1
samme	stamme	1
stund	flammemunn	1
spreder	heder	1
ry	solskinnsfly	1
ei	meg	1
funn	hun	1
hytte	makt	1
snøre	øre	1
hast	kast	1
sammenheng	eng	1
leskedrikker	sikker	1
brygg	bygg	1
hedret	fornedret	1
demmer	lemmer	1
ordensbånd	broderhånd	1
betagen	slagen	1
stjerneblått	betrådt	1
fakter	makter	1
forfektere	ektere	1
bredd	oversnedd	1
bjørketopp	mastetopp	1
mare	smertensmare	1
tømmer	svømmer	1
motiver	perspektiver	1
brem	rem	1
forbundet	forvunnet	1
seierssang	fuglesang	1
krans	sankthans	1
fat	forlatt	1
parat	stat	1
foreslår	hår	1
vått	slott	1
fortøye	døyet	1
sinn	marsaftenvind	1
skodden	lodden	1
blind	ditinn	1
prutningsmonn	skulderband	1
hund	menneskemunn	1
pile	aften-hvile	1
lemmer	skremmer	1
sønderskutt	forskutt	1
henrevet	blevet	1
vevet	bevet	1
rull	månegull	1
åpenbart	fart	1
pistil	ørkenild	1
vandre	kjempegirlandre	1
hvin	marmortrinn	1
seierskrans	farvesans	1
Nang	trang	1
blikk	hornmusikk	1
kyst	moder-bryst	1
grått	stått	1
ud	Gud	1
feier	Dreier	1
igang	fang	1
rast	strålekast	1
egne	allevegne	1
tukter	bukter	1
kinner	hinder	1
slike	fliker	1
seil	feil	1
engleving	sving	1
till	bil	1
knive	stive	1
måneland	halvmånestrand	1
glør	rosenglør	1
ting	engleving	1
snille	kilde	1
portal	kval	1
frem	strålebrem	1
barneskare	kristenskare	1
lampeskinn	avgrundsskinn	1
kongerike	tillike	1
melodier	bier	1
orden	gården	1
frys	grys	1
fantasier	tier	1
bød	død	1
kragen	Storedragen	1
såret	kåret	1
skafott	stått	1
skritt	sitt	1
tordensky	solskinnsfly	1
helligånd	mon	1
slaver	gaver	1
fange	stange	1
hat	verdensstat	1
svenn	embedsmenn	1
åket	tåke	1
kall	skall	1
triner	hviner	1
apespill	fargespill	1
kaster	haster	1
én	sen	1
pålandsvind	marmortrinn	1
partisaner	vaner	1
gull	hull	1
tidt	ritt	1
glad	bra	1
huldreslått	slått	1
strid	gløde	1
søndenvind	aftenvind	1
stans	's	1
ord	spor	1
rull	lunefull	1
fonn	sånn	1
bør	direktør	1
skare	kare	1
pil	kil	1
tess	tilkness	1
piker	viker	1
vrede	hernede	1
fyrsteslott	mørkekott	1
temme	stemme	1
fryd	pryd	1
tørr	honnør	1
krenket	lenket	1
lanser	panser	1
skoler	kjoler	1
mener	tjener	1
minner	prestinner	1
ordensbånd	fiskerånd	1
metropol	bol	1
till	smil	1
lampeskinn	sølvsardin	1
våbengny	solskinnsfly	1
garantier	draperier	1
fast	mast	1
harpespill	dertil	1
slaver	gnaver	1
frister	lister	1
tvang	sirenesang	1
berører	fører	1
blende	brenne	1
bevare	kristenskare	1
feier	eier	1
trer	fler	1
prestinner	vinner	1
brått	stjerneblått	1
pynt	begynt	1
derav	gav	1
folkerang	engang	1
ringe	betvinge	1
natur	tur	1
pass	gudspalass	1
kongebolig	utrolig	1
lind	blind	1
laken	staken	1
gnist	tilsist	1
fatt	forlatt	1
ur	tur	1
Nåde	sådde	1
ødegård	vår	1
tidt	granitt	1
bier	ironier	1
rester	befester	1
krigerby	vintersky	1
inn	blind	1
skåler	tåler	1
skyr	kyr	1
vang	trang	1
elt	Belt	1
minnes	vinnes	1
mystikk	blikk	1
form	orm	1
to	gro	1
hele	dele	1
lå	nå	1
faret	besvaret	1
gjemmer	klemmer	1
kammer	brammer	1
rart	art	1
dømmer	drømmer	1
farvesans	brudekrans	1
verdensbetvinger	springer	1
jernbetong	long	1
hedningesjele	besjele	1
forblive	rive	1
huset	avgrunnsbruset	1
kalt	salt	1
grov	kov	1
kjenner	vender	1
reir	leir	1
Bern	vern	1
nådd	lodd	1
bedrag	kølleslag	1
ritual	slottsportal	1
mild	fil	1
fortetter	besetter	1
svang	opprørstrang	1
tikker	stikker	1
underklang	tvang	1
ut	sønderskutt	1
gjennomstinger	finger	1
tilslutt	lut	1
ferde	gjerde	1
eser	bleser	1
salt	gestalt	1
fem	hjem	1
skapte	fortapte	1
kår	gård	1
lille	silde	1
befester	mester	1
blinde	forsvinne	1
ektefeller	farveller	1
øst	trøst	1
gry	bly	1
åpenbart	standart	1
syrin	violin	1
rått	betrådt	1
bjelkehall	bergkrystall	1
melodi	sti	1
stiller	filler	1
selv	vel	1
hvil	renkespill	1
reis	underveis	1
strøm	søm	1
sjelevrimlen	himlen	1
der	her	1
skaft	kraft	1
vin	din	1
dregg	vegg	1
fliker	himmelriker	1
love	vove	1
dørk	mørk	1
seierssang	solnedgang	1
gård	hård	1
rus	krus	1
tripper	klipper	1
mastetopp	granetopp	1
Amen	tamme	1
stevne	kirkestevne	1
snare	tiggerskare	1
gategutt	bølgesprut	1
takk	tobakk	1
hetter	sletter	1
tykke	Niirenbergerstykke	1
smertens-tid	fargespill	1
vektere	fornektere	1
slikt	rikt	1
morgen	Borgen	1
knele	mæle	1
Knut	stut	1
frede	hede	1
dregg	skjegg	1
kull	kjempe-kull	1
brutt	sønderskutt	1
oppsvinge	jettebringe	1
mur	natur	1
kongerike	vike	1
flomme	fromme	1
matt	lat	1
sang	tvang	1
flat	fingerhatt	1
mil	hvil	1
hampen	dampen	1
perspektiver	driver	1
nikk	gøyeblikk	1
formår	år	1
kirkesti	forbi	1
Hardanger	slanger	1
eser	fadeser	1
gateluften	luften	1
slagsmålsmerker	Seimsberserker	1
klingen	tingen	1
rinner	slavinner	1
treller	feller	1
bedøvet	løvet	1
hjernespinn	hvin	1
døye	høye	1
rull	underfull	1
luer	druer	1
hor	mor	1
salver	kalver	1
Kal	Cheval	1
vannet	landet	1
drømmespinn	fiolin	1
forjaget	daget	1
vente	jente	1
sprut	minutt	1
stinger	klinger	1
viser	beviser	1
stråleglans	Bugge-Hans	1
øyet	bøye	1
plage	behage	1
pløyet	møye.	1
Sallust	åndepust	1
fold	protokoll	1
arm	varm	1
gavn	navn	1
Hardanger	uhellsvanger	1
sommernatt	ratt	1
svirrer	klirrer	1
i	vi	1
plikt	rikt	1
skutt	stutt	1
bu	flu	1
skrud	likferdsskrud	1
slanger	søyleganger	1
Messias	Jeremias	1
strålespeil	speil	1
blinke	minke	1
kant	iblant	1
yder	fortryder	1
stigen	higen	1
sølvsardin	spinn	1
klagen	pinsedagen	1
skjendtselslast	fast	1
riket	minnerike	1
ringer	betvinger	1
gnaver	slaver	1
stor	tror	1
makrellen	kvelden	1
veier	meier	1
narreskrud	embedsskrud	1
purpurkjol	symbol	1
fødeegn	hegn	1
smått	grått	1
bøyet	øye	1
kun	blund	1
nyker	stryker	1
sardin	svin	1
drønn	Ølversønn	1
pålandsvind	vin	1
ravner	navner	1
klokkeklemt	forstemt	1
krenker	plankebenker	1
kirkedalen	salen	1
ville	silde	1
lempe	dempe	1
sved	led	1
askestedet	nede	1
att	sommernatt	1
vippe	glippe	1
kant	sant	1
hilder	griller	1
kryster	bryster	1
seder	gleder	1
pund	odelsgrunn	1
hinder	prestinner	1
hakker	flakker	1
leber	feber	1
bløde	føde	1
dans	seierskrans	1
fornøye	høye	1
blinder	minner	1
riste	friste	1
igang	tang	1
vin	sinn	1
rette	slette	1
hvil	fløytespill	1
apespill	spill	1
nikk	prikk	1
dragen	Storedragen	1
bladehang	sang	1
skinn	aftenvind	1
lider	pris	1
mile	aften-hvile	1
palmesving	måkeving	1
stod	ro	1
ditt	ritt	1
dere	kjær	1
Høye	fortøye	1
ildnes	mildnes	1
tankefull	kjempe-kull	1
em	strålebrem	1
ingensinne	finne	1
sover	over	1
bøde	brøde	1
på-ferde	herde	1
munn	Staupersund	1
fornemme	fremme	1
fisk	grisk	1
skjemt	forglemt	1
pileregn	tegn	1
bestyr	flyr	1
stue	lue	1
vill	sild	1
viv	lokomotiv	1
forbi	si	1
pålandsvind	drømmespinn	1
skarv	arv	1
seiler	negler	1
himmelblått	slått	1
to	ro	1
vold	kold	1
sirenesang	gullplateklang	1
stride	tilside	1
frydeskrik	lik	1
folkerang	slang	1
horn	korn	1
lind	din	1
tritt	Krit	1
utferdseventyr	menneskedyr	1
parat	skratt	1
det	le	1
herskerkrans	tindekrans	1
tømme	dømme	1
forgikk	fikk	1
herskerstol	Hol	1
børn	tjørn	1
næring	belæring	1
inn	din	1
nøden	døden	1
henrevet	hevet	1
prestene	restene	1
soldat	lat	1
grå	lå	1
midt	hvitt	1
rager	behager	1
forgikk	leskedrikk	1
svakt	vakt	1
fonn	evighetsbånd	1
dekket	forskrekket	1
blod	stod	1
portal	Kal	1
ende	overende	1
munner	lunde	1
trøtt	fløtt	1
vrede	kvede	1
slut	skutt	1
tent	procent	1
gjaldt	talt	1
tind	avgrundsskinn	1
overende	henne	1
bryllupsfeller	farveller	1
vikingery	verdensby	1
åpenbarer	fanfarer	1
trykker	stykker	1
snert	giftgass-ekspert	1
ratt	verdensstat	1
nådde	odde	1
vide	side	1
stat	verdensstat	1
fjerne	verne	1
bokstaver	staver	1
kant	tant	1
hus	bølgebrus	1
kold	skjold	1
stand	tyribrann	1
by	fly	1
fletter	gjetter	1
plankeverk	redningsverk	1
fare	klare	1
lammer	drammer	1
uren	naturen	1
rager	drager	1
Storedragen	dagen	1
Sanktehans	krans	1
ringer	finger	1
dager	forjager	1
sommervind	herinn	1
tønner	sønner	1
spinn	sinn	1
grøden	døden	1
prate	sekretariatet	1
midnattsstund	sunn	1
hyler	spyler	1
drott	slått	1
skipper	glipper	1
tind	sølvsardin	1
ødelanden	selvannen	1
kniv	pakkbodliv	1
blomstervang	underklang	1
trolig	urolig	1
hedninge-livet	verdenslivet	1
veien	lakeien	1
fiolin	tind	1
vekk	gatesprekk	1
truet	nuet	1
bjerge	berget	1
gjaldt	Vestersalt	1
vinne	kvinne	1
tryllemakt	prakt	1
iblandt	grant	1
sardin	lampeskinn	1
er	skjær	1
bredes	spredes	1
karmer	armer	1
skrømt	drømt	1
Ting	klippering	1
ridetøy-	tøy	1
seierskrans	's	1
smerte-stønn	sønn	1
åpenbarer	skarer	1
bølgedans	fans	1
kryp	gatedyp	1
brast	krasst	1
lyd	syd	1
bol	sagastol	1
sne	ved	1
rygg	bygg	1
smertens-tid	spill	1
prestinner	romerinner	1
skuer	truer	1
