word_a	word_b	rhyme
is	klippe	0
ende	gry	0
svinger	år	0
spinn	inn	1
skrå	land	0
drøm	synge	0
møte	bøte	1
hen	klut	0
samler	kalle	0
overflod	glemmer	0
hang	svinne	0
velbehag	dag	1
står	blomstergrener	0
nåde	stund	0
faner	brus	0
bytter	sjel	0
ovenover	vover	1
preget	ro	0
toppe	hjertelag	0
skjød	under	0
gryr	dag	0
sten	sorgen	0
vind	drift	0
lyd	fjærer	0
akt	venner	0
brant	du	0
farvel	leie	0
fortrolig	munn	0
kompani	resten	0
stav	eie	0
velkommen	flytte	0
dag	tinderad	0
rømte	sukket	0
gå	binder	0
snekker	fjord	0
sinn	ham	0
dømme	svak	0
vann	an	1
verd	smerte	0
leir	tvinger	0
dyp	stor	0
hus	herlighet	0
røst	munn	0
fortrolig	god	0
29,8	ord	0
lend	tinning	0
Proletaren	kamp	0
Proletaren	skaren	1
Dagligdagsen	ham	0
skjemt	Storebingen	0
sinn	drømme	0
dager	fager	1
fornemmer	er	0
ritual	hinket	0
siden	idag	0
grodde	sterk	0
litt	ditt	1
taper	ild	0
natt	kåret	0
stund	ånd	0
minner	vind	0
går	makten	0
kanhende	sist	0
verne	gavn	0
tanker	befordring	0
staur	sluk	0
1914-SONETTENE	duft	0
kabel	grisk	0
kanhende	avvende	1
sprenger	høye	0
bjelkelag	tak	0
drikke	se	0
vår	vestenvind	0
horden	orden	1
kime	fryd	0
rognebærtreet	kneet	1
spys	tang	0
sak	gå	0
snegle-arten	barne-latter	0
gang	ham	0
fjord	hjeller	0
blu	driver	0
som	om	1
år	hjem	0
storm	klør	0
sang	frihets-pakten	0
styrke	yrke	1
sprut	snekker	0
vaner	skift	0
åpenbares	stund	0
tale	stod	0
bord	stunder	0
gjære	ild	0
Gud	ømme	0
ø	lyd	0
gror	kvelder	0
ferd	strenge	0
skrifter	bok	0
elven	løv	0
bord	sammenføyd	0
lik	snor	0
drøm	går	0
sønn	lik	0
ute	vest	0
smak	bønn	0
død	sterke	0
brus	grus	1
hus	ørnebrus	1
ord	overbord	1
strenge	krav	0
triner	sinn	0
tak	himlen	0
gyser	bryn	0
lyst	skrekk	0
folk	svolk	1
sjøen	går	0
gjetning	retning	1
bord	blande	0
gnaver	hermelin	0
rett	spett	1
nød	klynge	0
derpå	så	1
sover	døden	0
mur	kammer	0
våren	med	0
skrevet	evighet	0
sjelen	telen	1
fornekter	dør	0
vinger	adventsdage	0
salighet	svar	0
bakker	vil	0
podet	hodet	1
vekt	kreves	0
himmelørn	nord	0
lukket	hendt	0
ord	falle	0
skjul	litt	0
pergamenter	stråleflom	0
sviktet	siktet	1
forvisst	takk	0
betrakter	over	0
døden	by	0
mus	haver	0
åndedrag	slag	1
Norge	borge	1
sløret	øret	1
mer	banker	0
fat	hat	1
skjær	fisk	0
høye	edle	0
menn	barde	0
sekund	vrimmel	0
embedsskrud	sønner	0
forgå	velger	0
minner	ild	0
fjell	venn	0
lue	satt	0
tang	stier	0
beskjemmer	grave	0
vise	bære	0
gynger	strå	0
sønn	gleder	0
drakt	bolig	0
tilkness	etsteds	1
silde	frihets-stevne	0
forsamling	sanger	0
slår	strime	0
hær	er	1
fengsel	død	0
skrot	forbi	0
møye	mann	0
kveger	beger	1
lese	nese	1
sprang	gang	1
vil	strekk	0
krøp	tigger	0
evighet	har	0
sønn	hvin	0
sinn	gleder	0
hytte	beskytte	0
herved	rabben	0
rørte	døden	0
prise	lise	1
borde	se	0
bestå	gå	1
næring	tæring	1
strøm	vinger	0
klynge	tiggerskare	0
flokk	til	0
nest	fornemme	0
vandaler	saler	1
hav	oss	0
individer	sider	1
humør	kongemakt	0
Skjorten	løyhet	0
Gud	hu	0
1914-SONETTENE	sommer	0
dem	tunge	0
fot	velde	0
tømmer	strømmer	1
dis	skiller	0
med	ild	0
vest	pest	1
inn	lang	0
såret	kåret	1
nytte	bygge	0
oppe	synger	0
der	gang	0
pave-veldet	fellet	1
øen	snøen	1
speil	stirrer	0
muregård	vår	1
krans	lande	0
ord	hjerne	0
mørk	med	0
strenge	munn	0
stanser	prakt	0
øye	kraft	0
hvit	ny	0
gru	sted	0
pest	lest	1
går	tunge	0
makt	hynder	0
høye	kraft	0
kvast	draker	0
favn	forbi	0
blod	skygger	0
sjel	finner	0
svikter	sikter	1
glugger	bysser	0
bris	is	1
skrekk	ensom	0
død	munn	0
kvaler	taler	1
stjerneblått	godt	1
derinne	måkeving	0
skatt	trett	0
ord	lå	0
plett	jord	0
hop	klør	0
svær	til	0
øye	stå	0
fonn	fjell	0
bær	hemmeligheter	0
veld	ingen	0
klippe	tukt	0
forstått	brisken	0
slekt	elende	0
strøm	høye	0
kness	freset	0
fingre	skingre	1
hånd	fiskerånd	1
kjærlighet	del	0
grøde	feiler	0
godt	sett	0
toner	gru	0
mirakler	tabernakler	1
gav	nåde	0
håndtering	formering	1
stemme	fornemme	1
noe	strofer	1
gaver	komme	0
hugge	tann	0
står	bever	0
på	favner	0
sekk	vekk	1
finne	sinne	1
frist	Krist	1
smerte	plage	0
slippe	død	0
smiler	tviler	1
kjære	hvelver	0
skrevet	Gud	0
vandre	knopp	0
stund	gjære	0
svar	tilkjenne	0
salver	støtt	0
fjell	sande	0
ånd	i	0
tilgode	forsmår	0
slag	skrattet	0
svøper	løper	1
bringer	se	0
sjø	være	0
øre	fremmer	0
svinner	lider	0
gro	brød	0
melet	best	0
plikter	tilende	0
dyresteeie	veie	1
ødeland	kinner	0
opprørstrang	ord	0
blikk	nikk	1
land	ring	0
snare	bestå	0
sterk	skare	0
bris	kvinner	0
nå	synet	0
dømmesans	bud	0
møye	brann	0
flasker	krystaller	0
smugg	dugg	1
fare	spare	1
skred	før	0
år	trang	0
din	tekst	0
ferd	fedrearv	0
stå	hørte	0
sky	nede	0
igjen	vekk	0
midt	øye	0
stirret	siden	0
kalle	bru	0
kimer	vill	0
gold	kobberskjold	1
tvang	nemme	0
pile	drikke	0
fjorde	tanker	0
varme	bære	0
stirrer	svirrer	1
mage	lage	1
sjel	ihjel	1
hvitt	fjell	0
sporden	fisk	0
med	gull	0
brudeslør	blomsterknippe	0
bli	tross	0
siv	lære	0
fjelle	jettevelde	1
nut	sanger	0
stengte	kan	0
siv	lund	0
blinde	beste	0
nær	kimer	0
lyd	tårer	0
metter	fortetter	1
rammer	skavler	0
vakt	bror	0
gatestøvet	dommer	0
hete	føk	0
blikk	seil	0
topp	nu	0
profeten	magneten	1
krenket	gjort	0
sinne	kvinne	1
domme	sti	0
barm	til	0
fang	sang	1
svar	minner	0
omkring	rov	0
republikk	fabrikk	1
skinner	inn	0
alle	is	0
land	bror	0
hvile	venn	0
stand	lenker	0
lodd	evighetsrøden	0
blind	min	1
storm	dør	0
sverd	stål	0
oldingplager	peneste	0
røk	frem	0
kjerte	normer	0
vise	ære	0
tilorde	skje	0
makt	nåde	0
skjær	hær	1
gull	for	0
bange	forakte	0
ei	former	0
skolen	overflod	0
hammerslag	stønner	0
lang	siste	0
Velg	ild	0
befaling	forhaling	1
mildt	lå	0
mål	bål	1
tind	satt	0
stund	sund	1
brøde	grav	0
ut	stod	0
tømmen	favner	0
sønn	kjærlighet	0
drøm	grunne	0
bestjele	liste	0
ris	hat	0
kildested	ned	1
gudspalass	plass	1
tent	forbrent	0
ungdoms-hjem	dem	1
angst	næring	0
brede	derinn	0
taler	landet	0
demme	temme	1
kulde	mulde	1
jammer	fornemmer	0
skinn	inn	1
ordet	skyld	0
ramme	livet	0
hammer	drømme	0
brenner	land	0
gårn	folk	0
går	verdig	0
protest	bister	0
humør	listet	0
står	forgår	1
kyst	kaller	0
inn	minne	0
tåler	mildt	0
ned	sne	1
egne	sted	0
hals	vals	1
hu	ånd	0
bange	tilfreds	0
lytte	røst	0
fot	røst	0
kåret	hente	0
blak	menn	0
gang	lo	0
tømmer	kryster	0
tritt	daler	0
befester	sinn	0
ville	silde	1
goe	kjærlighet	0
fyller	melodi	0
ravneunger	favner	0
visjoner	spøker	0
kongemakt	have	0
breder	munn	0
glemt	forstemt	1
fot	rekker	0
steder	trønder-heder	1
berge	bringe	0
trykke	lyster	0
presteskrud	stemme	0
Gaukværøy	fløy	1
rinne	stråleglans	0
tilbake	svake	1
orm	spor	0
bringe	svært	0
vaner	drift	0
verket	munn	0
gresset	av	0
ris	minner	0
vet	synderinne	0
sau	kold	0
beiler	ord	0
sett	sted	0
bånd	mandig	0
til	smertens-tid	1
forlis	vippe	0
latter	ravn	0
år	frukt	0
rede	herre	0
røres	forstå	0
vrider	svider	1
stemmer	følge	0
luer	druer	1
frost	bord	0
skrattet	le	0
bak	ti	0
kjøkemester	gjester	1
alt	hernede	0
henover	just	0
nok	gaver	0
rørte	stavet	0
slukter	skritt	0
blind	skremme	0
stedse	kretse	1
skrekk	som	0
drømme	tid	0
klinge	bram	0
fjorden	så	0
leie	beredt	0
forknytt	tak	0
svinge	til	0
mulde	komme	0
oksepar	brenne	0
foruten	sjøl	0
samler	blinde	0
kjempe	råd	0
stand	bord	0
ombord	mann	0
eng	vei	0
ro	solmorgenrøden	0
jettekvinner	kinner	1
minner	forsvinner	1
makt	streder	0
hjemme	forbannet	0
lund	bunn	1
som	stå	0
besvær	menn	0
spenner	sender	1
fjell	veie	0
atter	latter	1
by	strøk	0
strå	forbi	0
alter	embedsskrud	0
fang	gang	1
godt	lang	0
liv	helligdom	0
plagg	frem	0
tid	flid	1
hvile	dunster	0
gjerne	tind	0
været	besværet	1
lemmer	forsann	0
fornemmer	stemmer	1
kanten	spinn	0
gnist	tilsist	1
hær	ren	0
gang	lam	0
ære	mild	0
blaå	Å	1
sikker	røk	0
gull	dem	0
lede	glede	1
sol	stunder	0
ramp	skaren	0
drammer	stammer	1
ømme	gang	0
vugget	tekst	0
hete	færing	0
være	åndehære	1
ro	sol	0
såmann	grodde	0
planer	spinn	0
luner	basuner	1
stier	sans	0
skral	Baal	1
leilighet	deilighet	1
angst	glunt	0
seder	tider	0
kommerkua	omme	0
palass	vindusglass	1
II	vann	0
dødes	bryst	0
finner	smal	0
ære	lære	1
sivet	sjel	0
stemmer	rester	0
marker	melodi	0
forsilde	latter	0
sikker	vin	0
gleder	bær	0
forlatt	besatt	1
blott	smått	1
bunnen	vann	0
fem	bårer	0
blå	kroner	0
eie	blod	0
slett	folkevett	1
lus	godt	0
forklaret	sparet	1
fiskerånd	ad	0
mitt	ditt	1
bukt	ro	0
tunge	bor	0
minner	vinker	0
stiene	snore	0
navner	havner	1
ferie	hånd	0
svar	alene	0
dele	sjele	1
solgte	løvet	0
navner	ravner	1
vår	mot	0
hendt	morgen	0
lyd	verk	0
hat	ser	0
folke-esse	hen	0
ratt	sko	0
stemte	hører	0
fisk	vinger	0
vekt	slekt	1
lege	forslår	0
her	kjær	1
nød	Gud	0
glippe	blå	0
tramper	Staats-affære	0
frem	...	0
kvad	vind	0
fremtrede	glede	1
strak	himlen	0
kroner	grav	0
morgen	blad	0
tramper	være	0
visste	kveld	0
sangkor	Bern	0
kyst	niste	0
søvnen	tanker	0
blide	brenner	0
hus	går	0
børn	mod	0
menneskehjem	overskyet	0
lykke	lunefull	0
restene	prestene	1
over	venten	0
finger	klinger	1
tilbake	slep	0
leve	trell	0
skjønn	sønn	1
savner	står	0
den	uorden	0
tempel	skimmel	0
gro	forstod	1
kongemakt	bragt	1
officer	ser	1
ringe	leie	0
skove-	love	1
skranker	den	0
pletten	plog	0
murer	furer	1
pynt	mynt	1
pest	forvinner	0
fornøden	følger	0
fin	din	1
ører	ren	0
ende	eier	0
ridder	lykke	0
skrot	hi	0
dom	skikk	0
bølgebrus	klokkeklang	0
festet	gjestet	1
takten	landet	0
byder	gå	0
flod	bot	1
ord	blomsterduften	0
kirkebordet	koret	1
jord	født	0
døde	sommer	0
ferde	blad	0
drott	passiar	0
tukt	produkt	1
produkter	frukter	1
blikk	kjøre	0
født	tåre	0
gunst	øyet	0
tarv	an	0
bedre	vakt	0
sikt	makt	0
hammen	ja	0
hest	rygg	0
lommen	mynt	0
sønner	seier	0
seir	slavemoral	0
tre	jo	0
ved	forbannet	0
år	makten	0
viden	fall	0
letter	sinn	0
til	ler	0
nå	hu	1
gru	plassen	0
luft	flytte	0
her	fiske-vær	1
riker	Jesu	0
gren	edelsten	1
jord	matt	0
sceneriet	viet	1
hesten	resten	1
strekker	klipperekker	1
med	vrimmel	0
stranden	hildring	0
venn	nært	0
ennu	drakt	0
skue	nær	0
harme	må	0
lek	banke	0
sagt	radiotrakt	1
treffer	munn	0
riker	stiger	0
vår	klar	0
tid	indre	0
kiste	dag	0
ild	tre	0
daler	befaler	1
nypetorn	vin	0
Lise	det	0
bygge	fordunkle	0
forlot	forfølger	0
loven	oven	1
verker	ord	0
hvelv	stor	0
rop	dør	0
ånd	lille	0
gård	stunder	0
Har	forsvar	1
løvet	bedrøvet	1
røst	rår	0
makt	ødelagt	1
knatten	ånd	0
pergamenter	leie	0
lange	mange	1
klamrer	vann	0
hule	bærer	0
fred	verdig	0
merk	samle	0
lede	mann	0
mot	land	0
sund	hette	0
søndenvindsdrag	milde	0
kjær	haver	0
kvinne	lykke	0
blå	må	1
svøp	ligger	0
mannen	annen	1
flyr	make	0
sprang	spott	0
dåd	ham	0
hjem	våren	0
ve	venner	0
fredet	bacchanal	0
stang	gang	1
lett	flukt	0
sted	lukt	0
garn	rest	0
binder	falt	0
tap	sten	0
panne	døden	0
Soldaten	dør	0
sikt	riket	0
luet	kuet	1
beleire	seire	1
greneglitret	himmelblått	0
smutter	attributter	1
nyter	dåd	0
bånd	slags	0
klippemur	kontur	1
tap	ren	0
elt	land	0
gram	hesteryggen	0
tappenstrek	tanken	0
dem	tind	0
hånd	vinge	0
dom	ting	0
kan	tager	0
såret	hente	0
vår	skrek	0
få	hus	0
nede	blikk	0
dynd	skrekk	0
rar	sinn	0
handles	forvandles	1
blinker	forbi	0
år	time	0
preget	bror	0
baner	vei	0
kan	kvinner	0
fornekte	sinn	0
tie	bie	1
fred	bever	0
slakt	jakt	1
her	bryst	0
oppe	forynger	0
fengsel	hvitt	0
grunn	frukt	0
våren	kveld	0
går	guddomsmakt	0
smukt	flukt	1
ile	farer	0
får	oppe	0
slam	ham	1
viet	øde	0
dødninghaven	graven	1
ed	hende	0
ord	røtter	0
ve	følger	0
blå	gå	1
rinner	glans	0
tide	sort	0
idag	loser	0
forsvunnet	dronning	0
om	kom	1
rett	finne	0
kulde	tomme	0
sist	brøt	0
forlot	inne	0
fjord	lodden	0
fangst	sundt	0
kjed	nede	0
gløden	flukt	0
røre	helligdom	0
øde	ve	0
eiet	pleiet	1
tidde	larm	0
grein	bein	1
svikter	dommer	0
av	glede	0
ny	iler	0
tre	ro	0
dommer	stund	0
rør	spor	0
seiersbud	Gud	1
eggen	pult	0
drømme	lagt	0
svake	veket	0
tordenslag	svar	0
fjær	skjær	1
flytter	sjel	0
buser	full	0
grønn	vakker	0
tror	domme	0
betrådt	harm	0
morgen	tind	0
pest	blest	1
slag	felle	0
rygge	sved	0
brøt	bløt	1
dyp	nu	0
Gynt	svermet	0
evigheten	uendeligheten	1
tryllebundet	her	0
gli	sympati	1
lytte	trøst	0
tale	stund	0
rinner	slår	0
blinde	feste	0
hånd	vill	0
stad	drikke	0
kalver	rødt	0
makter	stirrer	0
bror	trell	0
vendt	bryst	0
leget	banket	0
ad	helter	0
lære	fri	0
hjemme	is	0
kroner	troner	1
strålespeil	glass	0
vidde	harm	0
spilt	vilt	1
Cæsarea	brud	0
skjær	synger	0
gjort	kost	0
ruger	slår	0
dekk	sinn	0
båt	line	0
beholde	gry	0
lang	fiskerlag	0
hurra	da	1
ben	den	0
vær	nøtt	0
skjenket	senket	1
flammesky	skuer	0
rest	minister	0
med	prest	0
iver	døde	0
spinn	ømme	0
bekranser	danser	1
bønner	hender	0
sommer	dun	0
lik	røre	0
nag	behag	1
vei	former	0
så	dette	0
profitt	slitt	1
ødelanden	dyp	0
natt	irisskjær	0
frukt	stinger	0
morgenrøde	grøde	1
vandring	mile	0
glans	bedrøvet	0
fryser	gyser	1
slett	jevne	0
prest	sydvest	1
flat	mat	1
topp	kilde	0
hotell	dirrer	0
skjelver	former	0
jul	skvetter	0
her	sover	0
øye	natt	0
kyst	føden	0
glans	bedrifter	0
farer	folkeskarer	1
klart	bru	0
plass	bunnen	0
rullestenslyd	bø	0
liv	kunster	0
hviler	tanker	0
dem	dere	0
på	rå	1
jorden	sagt	0
sky	lyst	0
grunn	sol	0
ro	nært	0
line	kar'n	0
sone	krans	0
rense	ense	1
panner	blander	1
krans	klædebon	0
sjø	været	0
Hol	syd	0
stiller	sider	0
ballen	fart	0
offersted	fest	0
kvinner	spinner	1
stjernebilder	gledeskilder	1
ek	gløden	0
metropol	sol	1
sanden	peneste	0
nett	gården	0
vinger	gåter	0
vind	muld	0
jern	kulde	0
aftenskjær	der	1
fjell	ensomhet	0
kirkevollen	små	0
løyhet	høyhet	1
skogen	navn	0
av	bilder	0
Glahn	myrer	0
ruger	knuger	1
tinder	drømmer	0
skar	fyller	0
sund	bort	0
fall	sperr	0
glemmer	er	0
sans	kne	0
frekkhet	stang	0
tett	brannen	0
strand	behendig	0
bort	kort	1
flitter	splitter	1
vin	banken	0
dammer	grå	0
er	fedre	0
lend	forhaling	0
falle	bølgeslag	0
strøm	drøm	1
hvile	pile	1
svinger	betvinger	1
skift	drift	1
støvet	rinner	0
parat	vis	0
lund	strøk	0
var	klar	1
tinder	svinner	1
rang	gang	1
hendt	spent	1
minnesmerker	elde	0
no	stod	1
blind	gren	0
trekk	veien	0
stor	tvil	0
tomme	omme	1
prakt	minner	0
rekker	velde	0
krenket	senket	1
en	ser	0
Blindebrottet	fullt	0
armé	mann	0
lunefull	skulle	0
inn	kvarter	0
rammer	nød	0
anger	klage	0
finner	bragt	0
været	morgen	0
henger	kinn	0
sår	fjerne	0
smertensstønn	kravler	0
sorgen	morgen	1
død	mare	0
ofte	stutt	0
år	frihets-pakten	0
åpenbares	spares	1
fri	gått	0
stor	enevelde	0
skatten	to	0
kneiser	aeroplan	0
lyn	port	0
smertensmare	skare	1
nage	klage	1
Hull	suser	0
bandt	svant	1
alene	råd	0
gang	idag	0
ende	ånd	0
ned	morgen	0
inn	strøm	0
se	ærend	0
forlot	stav	0
vente	bredes	0
slynger	synger	1
1914-SONETTENE	luft	0
sår	tærer	0
fordømt	drømt	1
hull	jern	0
villvinsranker	araber	0
sverdet	ordre	0
barne-munn	lund	1
grunner	av	0
bror	mor	1
lemmer	så	0
vente	spente	1
dag	gigant	0
fjell	sommerkveld	1
blod	stod	1
nær	glipper	0
vann	Kristiansand	1
velte	hans	0
miskunne	kan	0
tanke-grunn	bunn	1
fanger	uhellsvanger	1
jetter	gården	0
syn	bøye	0
sønner	hinket	0
kvast	saker	0
fugl	sten	0
strand	minner	0
kravet	havet	1
noe	vet	0
høvdingånd	fornekte	0
klager	fager	1
skrives	Israel	0
rammer	bønn	0
suser	huser	1
går	verk	0
stranden	peneste	0
sky	rekker	0
by	morgengry	1
slår	passe	0
går	lås	0
storme	kval	0
spær	hær	1
våren	anemoner	0
løfter	lut	0
spor	munning	0
lund	klippegrunn	1
år	gry	0
krysser	bysser	1
grunn	pol	0
gjemmes	vel	0
Seimsberserker	slagsmålsmerker	1
lett	dolk	0
Litli-litli-lu	bjørkeheien	0
forvandling	handling	1
evner	raft	0
bringe	vis	0
tid	tindre	0
frender	døden	0
medaljer	Kuba	0
hast	fare	0
land	sikte	0
sted	skinnet	0
grøde	se	0
brenner	ve	0
brus	stunder	0
brenner	skride	0
tyde	mild	0
syder	dyder	1
kamerat	fabrikk	0
neet	fjord	0
sommerkveld	maler	0
sangen	bok	0
gjel	dagen	0
klar	stål	0
sønner	døden	0
flenges	henges	1
hammer	bringe	0
ravn	selv	0
svermet	glugg	0
skred	ord	0
hannen	med	0
is	pris	1
brud	gud	1
less	lommen	0
ville	forestår	0
tilsinns	hjem	0
bære	spill	0
sank	rank	1
takt	melodier	0
brutt	sett	0
land	døpt	0
ferd	munn	0
våken	Kråken	1
glans	breder	0
hjul	vidunder	0
nært	hjerte	0
brant	rant	1
strand	kjenne	0
hvelv	kor	0
mer	trellehop	0
fjanter	spanter	1
fire	klinger	0
dere	grav	0
glede	kraft	0
lang	hen	0
himmel	jord	0
argumenter	veie	0
opp	sild	0
bygge	ro	0
sprede	dale	0
fukt	bukt	1
støvet	sang	0
kanin	din	1
lot	kjenne	0
skilling	mesterjakelforestilling	1
gløde	forbløde	0
strakt	sjøl	0
rundet	sinn	0
men	øye	0
skrik	dø	0
vek	av	0
helsebot	hei	0
inn	varme	0
så	slette	0
klynge	tro	0
sønner	forskjønner	1
se	trekk	0
grunne	dårefakter	0
brast	rand	0
brande	siv	0
spent	prent	1
slekt	bånd	0
bøye	begravet	0
jord	tider	0
hul	stav	0
inn	krever	0
ile	ånd	0
sol	lyd	0
varme	dag	0
kvinnen	fortell	0
forfølger	fordølger	1
bue	brem	0
sogn	rogn	1
signal	kval	1
palass	morass	1
menneskeferd	lyst	0
veggen	liv	0
munne	forpakter	0
våken	stå	0
fire	lire	1
beskjed	derover	0
trone	lyst	0
fatt	för	0
tilbage	går	0
klipper	trakten	0
gommen	tynt	0
menes	spredt	0
skjød	vekk	0
ruiner	piner	1
magneten	sølvertoner	0
gleder	fest	0
kjøler	føler	1
kjempen	mot	0
bedrifter	skygger	0
engang	brenne	0
vente	duft	0
salighet	har	0
elvebunn	den	0
vred	ed	1
sår	rår	1
vekkes	gjekkes	1
vegge	seg	0
sår	bror	0
kildested	lund	0
sårer	tårer	1
land	bestemt	0
sandet	hav	0
jord	lider	0
skjuler	huler	1
ting	selv	0
tross	koloss	1
flamme	tier	0
volder	folder	1
blikke	jord	0
KIRKEGÅRDEN	ga	0
herinne	dukkehus	0
glans	fjellet	0
viv	blek	0
sjø	lyd	0
tynger	lett	0
søylegange	mange	1
falt	natt	0
munn	trett	0
betrådt	barm	0
død	lød	1
streng	vei	0
strande	målet	0
list	sønn	0
sky	drømte	0
hjerteynken	nød	0
døpt	nåde	0
produkt	frukt	1
sved	hvem	0
sange	brann	0
håp	rike	0
stå	vold	0
jord	ro	0
gaver	skjer	0
forårsdage	drømmer	0
seterbua	topp	0
rennesten	gudskjetakk	0
fjell	lande	0
dekket	forskrekket	1
visst	lystet	0
henrevet	sort	0
nær	frisk	0
i	kom	0
hyener	stener	1
her	elskovslist	0
trett	kledt	1
tråkket	flokket	1
bed	stred	1
time	lyd	0
samme	dukkes	0
prakt	skrud	0
indre	kvide	0
full	hull	1
melodi	kafe	0
sinn	morderstål	0
barn	skummet	0
gjenoppta	gjester	0
ett	et	1
forstår	opsvinge	0
båt	mann	0
bjelkestuen	ritt	0
veie	dag	0
kjenne	sprekk	0
glød	verge	0
melding	elling	1
snur	Røst	0
tuer	kogleri	0
sønderrevet	har	0
drømmer	hendt	0
sverd	tre	0
gløder	fjell	0
trøst	Røst	1
jeg	henter	0
i	lanterner	0
svek	bjerge	0
rette	best	0
dere	opprørsleder	1
morgen	toneveld	0
ravneunger	runger	1
barm	besjele	0
store	makt	0
steiler	pass	0
fornyer	skyer	1
grunner	grav	0
fange	brann	0
kyster	sang	0
ham	makt	0
hvil	tvil	1
side	skride	1
klør	før	1
lange	her	0
forandring	leskedrikker	0
revner	ring	0
Tell	tel	1
blod	sko	1
lamme	Tor	0
bestrålet	tekst	0
ett	dåp	0
vill	revner	0
lagt	guddomsmakt	1
avskjedsklager	tone	0
strømmen	by	0
fortæret	slår	0
våres	vær	0
tinder	trekk	0
takten	undre	0
Hydneshaugen	draugen	1
underveis	gneis	1
fjerne	menn	0
betvinge	bringe	1
viet	døde	0
bevet	krevet	1
brann	netter	0
sak	flenges	0
slang	festet	0
