word_a	word_b	rhyme
fløy	Gaukværøy	1
rager	drager	1
bukt	flukt	1
kjerring-hurven	fiskekurven	1
ametyst	kyst	1
åndehære	være	1
bøye	høye	1
fatt	glatt	1
skingrer	slingrer	1
hørt	rørt	1
svakt	makt	1
brekkes	knekkes	1
lykke	stykke	1
går	forestår	1
kyst	moder-bryst	1
lagt	forakt	1
gror	jord	1
snekker	rekker	1
blande	lande	1
produkt	flukt	1
herrer	snerrer	1
latiner	ruiner	1
sola	Ola	1
kongespir	blir	1
fri	li	1
ravner	navner	1
dvergemål	stål	1
brukte	frukte	1
blod	stod	1
sølvinnlagt	høytidsdrakt	1
finger	bringer	1
fare	spare	1
Folgefonnen	hånden	1
flammeskjær	nær	1
strid	id	1
sag	dag	1
slottet	måtte	1
høre	øret	1
katedral	kval	1
kjempegirlandre	vandre	1
krans	glans	1
sildring	hildring	1
breder	steder	1
morgen	gudeborgen	1
tokt	kokt	1
Kal	kval	1
sorgen	søndagsmorgen	1
tilkjenne	tvende	1
stige	hige	1
vel	hell	1
gjetning	retning	1
strande	sanne	1
sommer	tommer	1
se	kafé	1
oppdaget	sky-laget	1
si	ni	1
sanne	panne	1
strid	Madrid	1
glød	skjød	1
hesteryggen	skyggen	1
mål	morderstål	1
smertensstønn	bønn	1
silhouett	ett	1
færre	dessverre	1
helt	delt	1
høy	støy	1
kamerater	gater	1
dukker	slukker	1
bjelkelaget	timeslaget	1
sloet	blodet	1
vin	violin	1
flytter	lytter	1
binder	minner	1
grense	kredense	1
ektere	forfektere	1
skam	dram	1
våpenlarmen	armen	1
jevne	evne	1
skjød	bårer	1
hjerte	kjerte	1
lyn	drømmesyn	1
kjenner	strender	1
varselsord	fjord	1
vingesusning	brusning	1
gikk	avskjedsblikk	1
strå	gå	1
kolibri-snakk	frakk	1
rikmannslott	fått	1
Oskoreien	heien	1
røst	høst	1
laste	baste	1
så	platå	1
ødelagt	avrustningspakt	1
rått	blott	1
kjært	svært	1
åsen	båsen	1
himlen	folkevrimlen	1
besvart	bart	1
leire	ser	1
tidt	mareritt	1
skarv	arv	1
mener	stener	1
hake	smake	1
kim	rim	1
bris	Moskvais	1
hender	selverkjenner	1
sagt	vakt	1
sone	krone	1
gjennombevet	levet	1
gård	hård	1
trykker	parykker	1
visst	Krist	1
hen	mellom-menn	1
grått	blott	1
skrider	sider	1
laks	straks	1
bløde	tildøde	1
armé	se	1
skjende	elende	1
truet	nuet	1
ei	meg	1
sans	stråleglans	1
strid	flid	1
gule-blå	på	1
fryd	spyd	1
sist	Krist	1
skrupler	kupler	1
idag	åndedrag	1
fjær	nær	1
så	må	1
tre	med	1
stjerner	kaserner	1
sjelen	kamelen	1
stranden	himmelranden	1
dette	spredte	1
ha	derifra	1
spaser	laser	1
gjør	før	1
båren	våren	1
rent	betjent	1
tanget	fanget	1
Hel	sjel	1
bram	hverdagslam	1
krus	mus	1
smelte	velte	1
skjenk	benk	1
fabrikk	skikk	1
heltedåd	råd	1
ånd	blond	1
fot	forlot	1
fornemmer	menneskestemmer	1
kreditt	slitt	1
land	rand	1
feste	gjeste	1
da	fra	1
hule	fugle	1
med	kne	1
kraften	forsøtes	1
frost	grensepost	1
bar	par	1
guder	huder	1
Nasaret	lett	1
bur	lur	1
banker	tanker	1
trolig	bolig	1
bånd	hand	1
lyser	kyser	1
sno	ro	1
gren	sten	1
pilgrimsferden	verden	1
bris	gnis	1
vevet	kingelvevet	1
sang	jubelklang	1
synger	blomsterklynger	1
glans	blomsterkrans	1
tre	kne	1
lagt	vakt	1
nemme	skremme	1
sale	tale	1
dager	plager	1
ryker	fyker	1
smertet	hjertet	1
spare	bare	1
forpester	prester	1
trygt	frykt	1
smykke	Niirenbergerstykke	1
oldinge-verd	ferd	1
rinner	minner	1
rått	flott	1
stammer	jammer	1
Sanktehans	krans	1
buk	bruk	1
hjemme	skremme	1
ly	morgengry	1
led	ned	1
orden	gården	1
sett	beredt	1
redselsslagen	dommedagen	1
parykker	småstadsnykker	1
enevelde	gjelde	1
luer	gruer	1
klang	tonetrang	1
streder	steder	1
væpne	skjebne	1
berg	dverg	1
inn	sinn	1
hvelv	selv	1
flukten	bukten	1
nu	du	1
hygge	skygge	1
brutale	idealet	1
snor	gror	1
tunger	fugle-unger	1
vasker	masker	1
pleie	veie	1
lokker	klokker	1
forgår	står	1
svakt	ammevakt	1
drømmespinn	måneskinn	1
våker	tåker	1
lande	panne	1
ikveld	farvel	1
inn	måneskinn	1
deg	aftenvei	1
bygge	rygge	1
fred	fjed	1
gården	våren	1
jorden	fjorden	1
skjenkes	benkes	1
grønnhet	skjønnhet	1
beiler	feiler	1
jeg	deg	1
kjerner	hjerner	1
igår	står	1
ny	ry	1
viker	sviker	1
grunnen	vunnet	1
tordenstemme	glemme	1
trikken	trafikken	1
hatter	fatter	1
i	vi	1
slår	når	1
hånd	liljebånd	1
på	små	1
fang	gang	1
liv	driv	1
lo	blod	1
Rom	flom	1
strid	tid	1
herlighet	vet	1
skatte	fatte	1
knar	var	1
nage	klage	1
venn	svenn	1
dølge	reise-følge	1
minne	blinde	1
klang	kjøkkengang	1
tinder	vinner	1
forstå	små	1
grå	ago	1
sol	symbol	1
higen	skabningsstigen	1
ranke	tanke	1
forvirrer	klirrer	1
bedrager	klager	1
gynge	kjempeslynge	1
hus	grus	1
nord	jord	1
sprog	dog	1
da	gla	1
blak	bak	1
giftgass-ekspert	snert	1
lina	China	1
gjess	gress	1
havet	stavet	1
buser	huser	1
glød	moderskjød	1
øst	Røst	1
dvalen	dalen	1
tale	tid	1
seir	leir	1
øen	sjøen	1
lysestake	tilbake	1
beber	trofer	1
brøst	røst	1
endt	skrent	1
sinke	sminke	1
si	i	1
drift	skrift	1
fjell	vell	1
lengtes	senktes	1
fantasier	stier	1
om	rom	1
bar	skar	1
lang	betvang	1
gåde	tråde	1
suppen	tuppen	1
gatestøv	løv	1
ditt	ritt	1
fjord	stor	1
blå	må	1
tinder	skinner	1
viten	liten	1
tro	ro	1
mager	drager	1
hu	du	1
svever	krever	1
Hol	sol	1
is	Moskvais	1
ombord	för	1
så	gå	1
støvet	bedrøvet	1
englemunn	stund	1
gnist	tilsist	1
hugg	dugg	1
sår	hår	1
kvaler	praler	1
verdig	rettferdig	1
bleser	neser	1
kanter	diamanter	1
stenet	forenet	1
lytt	flydd	1
gleder	betreder	1
streder	breder	1
grunnen	munnen	1
kun	grunn	1
blomsterduft	luft	1
hvin	lin	1
etterapelse	forgapelse	1
bedrag	dag	1
der	er	1
gru	enno	1
høy	fløy	1
åpenbarer	snarer	1
alene	tjene	1
blind	sinn	1
lyde	tyde	1
pleie	leie	1
med	sne	1
vekt	projekt	1
slaget	laget	1
rødegardister	rister	1
centnervekt	slekt	1
senkes	benkes	1
folke-sanger	fanger	1
orv	torv	1
solskinsdag	bag	1
omspenner	stender	1
telefon	situasjon	1
knekket	forskrekket	1
lend	menn	1
vike	rike	1
grå	så	1
kår	spår	1
kunne	hunde	1
hær	enhver	1
FAR	landet	1
vinterhi	forbi	1
flod	god	1
runden	munnen	1
drog	skog	1
fjæren	ærend	1
stemme	fornemme	1
forsagt	ammevakt	1
sette	rette	1
glunt	sundt	1
på	strå	1
ny	gny	1
bjelkestuen	gruen	1
bolle	leketøyjolle	1
slit	hit	1
slite	lite	1
skjær	her	1
telen	sjelen	1
i	ni	1
fremmes	glemmes	1
grus	sus	1
stride	side	1
vender	sender	1
kranser	danser	1
ungdoms-hjem	dem	1
adjin	bind	1
ler	mer	1
skjønt	grønt	1
spares	åpenbares	1
jakt	pakt	1
ende	vende	1
bevare	tiggerskare	1
domme	komme	1
architraver	haver	1
slør	før	1
bram	tam	1
flamme	lamme	1
dammer	rammer	1
skrog	tog	1
hernord	jord	1
ran	plan	1
besjele	dvele	1
kun	stund	1
med	avsted	1
rundet	tryllebundet	1
tryllebeger	kveger	1
kammer	rammer	1
kalle	skalle	1
tuer	truer	1
tobakk	snakk	1
finner	rinner	1
vé	le	1
Plass	trass	1
spark	mark	1
tro	stod	1
ild	klokkespill	1
grodde	bodde	1
tilslutt	gategutt	1
gift	bedrift	1
gjære	bære	1
gang	merkestang	1
feste	beste	1
sang	ingengang	1
kiv	viv	1
stade	glade	1
synke	klynke	1
brenner	sender	1
bjørketopp	opp	1
vendt	fryktbespent	1
klaret	forvaret	1
reir	leir	1
sis	Paris	1
hveser	freser	1
svømmer	strømmer	1
forstå	gå	1
beregnet	tegnet	1
lempet	kjempet	1
blånen	månen	1
leire	seire	1
bever	snever	1
fornam	skam	1
kval	dal	1
seg	vei	1
harv	arv	1
brenner	spenner	1
nikker	fabrikker	1
dager	kulelager	1
forfekter	nekter	1
plagen	dagen	1
trønder-heder	steder	1
beboer	broer	1
skade	lade	1
list	brist	1
gevær	spær	1
hus	bølgebrus	1
svek	vek	1
bygge	betrygge	1
mur	snur	1
fukt	bukt	1
ø	sjø	1
full	kull	1
stedes	redes	1
forsvant	bandt	1
selv	ikveld	1
gleder	heder	1
forstand	kan	1
glede	askestedet	1
opprørstrang	igang	1
forsoner	toner	1
slut	fut	1
melodi	trylleri	1
makrellen	kvelden	1
mo	ro	1
buer	druer	1
syd	pryd	1
blå	gå	1
stad	had	1
egen	rinne	1
Stokmarknes	less	1
stiller	skiller	1
nytte	flytte	1
strid	splid	1
berserk	verk	1
lett	nett	1
Kariskjær	her	1
skingrer	fingrer	1
fjelle	jettevelde	1
rus	brus	1
bær	er	1
silde	vilde	1
ritt	skritt	1
med	beskjed	1
hender	kjenner	1
sterk	verk	1
herskerinnen	vinden	1
forsmår	kår	1
rik	lik	1
just	Sallust	1
lend	en	1
trer	ber	1
synderinne	kvinne	1
ånder	vånder	1
aeroplan	lysorkan	1
konflikter	svikter	1
korsfest	fest	1
bukter	produkter	1
forpakter	akter	1
beredt	trett	1
bevare	klare	1
lindret	tindret	1
best	pest	1
stumt	dumt	1
hende	fullende	1
Nudetre	Se	1
planer	graner	1
sans	krans	1
grønn	sønn	1
rest	hest	1
stampet	trampet	1
riddingsverk	berserk	1
beriker	piker	1
hett	trett	1
siden	Fagerlien	1
guddomsglans	tornekrans	1
vinning	tinning	1
ører	fører	1
føde	gløde	1
dør	humør	1
brede	lede	1
drukket	slokket	1
snurrebass	Rådhusplass	1
far	skar	1
imorges	våres	1
id	nattetid	1
forundt	rundt	1
opprørstrang	sang	1
klynge	tynge	1
spart	forvart	1
tjærepappen	kjøkkentrappen	1
rum	sum	1
bue	stue	1
legg	skjegg	1
døde	imøde	1
frister	lister	1
spor	nord	1
møter	bøter	1
til	fløytespill	1
embedsskrud	hud	1
stimulanser	panser	1
bøye	hundeskinns-trøye	1
på	å	1
henter	renter	1
bror	nord	1
smått	flott	1
skumme	rumme	1
sang	Rolland	1
tilsmiler	iler	1
kår	hård	1
rede	lede	1
skumret	slumret	1
luen	stuen	1
neste	fleste	1
ravneunger	runger	1
litani	forbi	1
brygg	skyskraperbygg	1
drifter	tavleskrifter	1
vesen	trapesen	1
fryd	syd	1
protest	pest	1
gjest	gledesfest	1
intriger	kriger	1
protester	mer	1
forgår	sår	1
tann	strand	1
gløden	døden	1
skygge	betrygge	1
bunn	kun	1
hjule-knirkeriet	stats-maskineriet	1
min	blind	1
bram	dyreham	1
jord	varselsord	1
rike	svike	1
sommerkveld	pastell	1
stakler	fakler	1
sønner	lønner	1
bakt	prakt	1
med	kjærlighed	1
forutsagt	tilbakelagt	1
skjelv	selv	1
brast	krasst	1
bolk	folk	1
ære	takke	1
klipperand	strand	1
stort	bort	1
bror	bor	1
ørkensand	kildevann	1
støy	drøy	1
jaget	slaget	1
fritt	titt	1
ven	igjen	1
netter	spretter	1
kalte	utvalgte	1
ham	lam	1
graven	staven	1
befrier	tier	1
dager	klager	1
klemme	glemme	1
grov	rov	1
trærne	verne	1
tempeltinde	forårsvinne	1
fot	skuer	1
bange	stange	1
død	kjød	1
nag	smertesdrag	1
gren	ben	1
gjerdestav	av	1
pall	solefall	1
humane	fane	1
blade	vårkaskade	1
Baal	bacchanal	1
smykke	trykke	1
skrot	not	1
blunden	granelunden	1
manifest	protest	1
med	fred	1
nelde	velde	1
av	murstensgrav	1
høvelspån	på'n	1
rest	pest	1
sal	smal	1
godt	fått	1
år	når	1
ja	a	1
låret	året	1
kalle	hodeskalle	1
rest	gjest	1
falt	salt	1
dyreføde	gløde	1
druer	skuer	1
munn	solmorgenstund	1
lik	vik	1
uskyldsren	en	1
øye	bøye	1
måneglødt-søyler	tøyler	1
Bliv	lokomotiv	1
vi	fri	1
løvehale	dale	1
de	vi	1
grå-stens-mosen	bekke-osen	1
lover	over	1
lekeplasser	vasser	1
form	storm	1
knekket	gjekket	1
dreper	sleper	1
sange	mange	1
satte	skratte	1
raver	skaver	1
sukke	krukke	1
ting	engleving	1
endevendt	prent	1
vandaler	saler	1
pinsedagen	skarlagen	1
rundtenom	kom	1
rær	vær	1
slave	have	1
lav	av	1
river	forbliver	1
varmt	armt	1
pinner	minner	1
Sarpen	harpen	1
slett	broderrett	1
gater	flater	1
eier	veier	1
feier	meier	1
spant	kant	1
strimer	timer	1
hær	fosforskjær	1
vekk	gatesprekk	1
Nevada	Granada	1
tøys	mursteinsrøys	1
kvelden	hellen	1
bange	gange	1
ben	pen	1
fortæret	næret	1
tages	plages	1
klar	svar	1
stinn	inn	1
an	mann	1
gror	bord	1
glans	sans	1
fyre	Dyre	1
hagen	dagen	1
vegg	klegg	1
Eden	reden	1
skred	ved	1
sa	la	1
tåren	dødningbåren	1
forbi	fremtidssti	1
røttene	nøttene	1
klandres	andres	1
svikter	sikter	1
Oskoreien	vegen	1
vinden	kinden	1
virkelighet	kjærlighet	1
krus	brus	1
mester	prester	1
melodi	fri	1
pant	svant	1
kness	press	1
stjerner	tærner	1
fly	ny	1
siden	tiden	1
bileskaft	kraft	1
skamme	samme	1
vevet	hevet	1
øren	døren	1
hvin	fiolin	1
slører	rører	1
minarett	lett	1
strekk	sekk	1
dertil	vill	1
hytter	beskytter	1
nogen	skogen	1
på	hunger-grå	1
folke-grunn	kjernesunn	1
savn	ravn	1
prisen	grisen	1
ordet	roret	1
falt	Vestersalt	1
Shanghai	kai	1
krøp	svøp	1
svøp	løp	1
leker	preker	1
tøys	tilkøys	1
gavn	navn	1
bunn	funn	1
fang	tang	1
klynger	synger	1
sist	kvist	1
fjottet	spottet	1
overflod	blod	1
gnist	brist	1
glede	rede	1
flammer	rammer	1
fri	raseri	1
hell	kveld	1
føler	kjøler	1
indre	tindre	1
endt	ubekjent	1
tåler	stråler	1
hans	sans	1
stua	trua	1
rabbiner	miner	1
dernest	hest	1
ironier	tier	1
fornekter	fekter	1
skjå	må	1
Bentsebro	bo	1
er	hjertenskjær	1
staur	maur	1
vang	sprang	1
Knut	nut	1
endt	tent	1
drønn	stønn	1
liv	dunster	1
tar	klokker	1
sommerdag	dag	1
bølgehære	strand	1
ørkenild	bølgespill	1
luer	kuer	1
make	Flake	1
først	tørst	1
reke	bleke	1
rett	nett	1
blade	stade	1
dekker	rekker	1
brutt	sønderskutt	1
tam	hverdagslam	1
siste	kviste	1
glans	bølgedans	1
gjerdet	skjæret	1
regnebrett	nett	1
herberge	bjerge	1
teger	askebeger	1
vrake	tilbake	1
måte	gåte	1
bringer	tvinger	1
parti	Lie	1
bedrag	kølleslag	1
forvinner	veninder	1
kjente	vente	1
palass	glass	1
mild	ild	1
lammet	rammet	1
drag	høysommerdag	1
tro	regnbu-bro	1
temme	stemme	1
vind	skinn	1
krysser	bysser	1
tilbakelagt	prakt	1
gledesgny	ly	1
skynder	mynder	1
gjør	bør	1
blommer	sommer	1
næring	gjæring	1
buer	truer	1
vold	protokoll	1
treder	steder	1
klippemuren	figuren	1
alvorsfullt	mammonkult	1
snor	ord	1
rundtenom	tom	1
sterk	kvinne-verk	1
gryr	skyr	1
stimulanser	danser	1
kluss	buss	1
dit	tid	1
's	stans	1
næring	færing	1
høre	øre	1
skum	rom	1
sporer	morer	1
svare	mare	1
død	faderskjød	1
stanser	sanser	1
ja	sa	1
dom	om	1
kårer	ferdselsårer	1
makt	frakt	1
sammen	gammen	1
klamrer	jamrer	1
klippen	trippen	1
futter	gutter	1
lang	engang	1
Magnor	sangkor	1
fred	ed	1
lov	behov	1
fjell	selv	1
meg	vei	1
oksestall	buksefall	1
akkord	bord	1
slår	går	1
på	Vå	1
bord	for	1
stemte	glemte	1
levet	fordrevet	1
skremmer	glemmer	1
vinne	finne	1
skilles	stilles	1
klar	har	1
lett	spredt	1
øye	pløye	1
spille	grille	1
fargespill	mild	1
blader	kaskader	1
skjød	brød	1
latter	skatter	1
Januarsynet	brynet	1
det	sovekupé	1
beskjed	ed	1
hat	fortidsstat	1
vorden	horden	1
stammer	flammer	1
falt	overalt	1
under	grunder	1
elvebredd	ned	1
mildt	spilt	1
faste	laste	1
evner	revner	1
spill	til	1
drager	klager	1
dress	tess	1
likt	Petterdikt	1
sommer	flommer	1
skvadronerer	proberer	1
rør	dør	1
glør	før	1
fjorden	skogen	1
vite	bite	1
foregiår	får	1
tretter	sletter	1
søkte	besøkte	1
folket	tolket	1
soldat	parat	1
fullbyrdet	myrdet	1
sang	underklang	1
stand	tyribrann	1
om	flom	1
klemt	bestemt	1
skjold	gold	1
blunde	vunde	1
tritt	slitt	1
brammer	skrammer	1
leid	sei	1
sterk	berserk	1
slavinner	kinner	1
ihu	gru	1
luet	kuet	1
munn	blund	1
klinger	ringer	1
svenne	elende	1
takt	prakt	1
mitt	sitt	1
inn	ørnesinn	1
vender	bekjenner	1
gispen	tispen	1
dyr	gryr	1
bringer	vinger	1
Nasareer	diskuterer	1
ikke	drikke	1
til	vill	1
trede	rede	1
skjemt	slemt	1
minner	svinner	1
bange	sange	1
skål	bål	1
iland	mann	1
barnemunn	grunn	1
tjene	forene	1
eget	meget	1
hofte	ofte	1
forener	tjener	1
lukt	frukt	1
hende	svenne	1
inn	vind	1
fjell	vel	1
kimærer	blærer	1
stakler	tabernakler	1
salighet	vet	1
blender	strender	1
senker	krenker	1
tarv	harv	1
dom	Rom	1
stred	led	1
lov	grov	1
stivne	givne	1
morgen	skåren	1
stemme	gjemme	1
kjent	spent	1
sanger	søyleganger	1
kjød	nød	1
måneskinn	nordenvind	1
véen	sneen	1
fedreland	grand	1
hjertekrå	gå	1
bitter	gitter	1
nå	hu	1
sted	derved	1
sekker	dekker	1
fat	satt	1
kyss	nyss	1
gled	ned	1
munn	grunn	1
ve	tre	1
hell	østenvindskveld	1
strammer	hammer	1
lanterner	stjerner	1
trommer	dommer	1
kobberskjold	hedenold	1
fløyt	sprøyt	1
butikk	blikk	1
jeg	vei	1
stene	ense	1
øde	døde	1
Ambarvalia	fra	1
stort	gjort	1
dager	oldingplager	1
dugger	glugger	1
betrakter	fakter	1
godt	blått	1
vin	kjerringgrin	1
rår	vår	1
nei	deg	1
hildes	forvilles	1
ungt	tungt	1
brøl	pøl	1
minne	rinne	1
munner	lunder	1
svinge	ringe	1
veg	ei	1
tilmode	hode	1
resten	nordvesten	1
trinn	derinn	1
bestå	forgå	1
lykke	seiers-smykke	1
jøder	gløder	1
Heide	greide	1
naturen	figuren	1
på	nå	1
stykker	krykker	1
hjerne	fjerne	1
slagne	bedragne	1
morgen	Borgen	1
dugg	glugg	1
stakler	mirakler	1
tiden	den	1
er	løvsalstrær	1
runnet	funnet	1
slette	tvette	1
natur	kultur	1
tider	individer	1
hestekjøtt	født	1
når	står	1
viet	sceneriet	1
krusekopp	flaskepropp	1
samme	stamme	1
sanker	tanker	1
lød	nød	1
hesteryggen	styggen	1
stort	land	1
kås	gås	1
nag	behag	1
skjær	begjær	1
herredom	folketom	1
prøve	tøve	1
formår	står	1
skrik	slik	1
norden	jorden	1
arm	varm	1
gatelarm	varm	1
år	forgår	1
forsvares	åpenbares	1
støvet	prøvet	1
blod	god	1
jag	slag	1
munn	stund	1
knapp	trapp	1
sko	to	1
kiste	siste	1
hvitt	såvidt	1
springe	klinge	1
demmer	glemmer	1
deg	sanger-vei	1
minnet	skinnet	1
land	kan	1
talg	valg	1
næring	belæring	1
puddelhund	bunn	1
skje	armé	1
bris	pris	1
brigger	rigger	1
fløyter	sprøyter	1
troner	legioner	1
fant	kant	1
satt	godnatt	1
eder	streder	1
år	sjelesår	1
kutter	gutter	1
slags	laks	1
klar	bar	1
ennu	hu	1
svar	bar	1
dvergeflokk	klippeblokk	1
brud	skrud	1
sanne	lande	1
enda	fra	1
byrde	hyrde	1
farvesans	brudekrans	1
bundet	blundet	1
ridder	henover	1
regnbubro	sabbatsro	1
haller	kaller	1
