word_a	word_b	rhyme
Storekult	fullt	1
flokk	nok	1
dømmesans	måneglans	1
sokneskare	mare	1
klang	sirenesang	1
omringer	finger	1
kleber	feber	1
binder	pinner	1
lav	gav	1
med	skred	1
nært	kjært	1
jekt	centnervekt	1
rart	snart	1
sånn	blond	1
lang	engang	1
stillehavspassat	att	1
il	mild	1
fly	kry	1
står	gård	1
funn	blomstergrunn	1
dertil	spill	1
kongeveier	veier	1
kring	ving	1
pike	vike	1
flukt	bukt	1
tørr	før	1
lokk	dvergeflokk	1
gjeste	feste	1
fortjener	stener	1
brenne	kanhende	1
mistet	listet	1
stanger	søyleganger	1
besvart	hardt	1
barneøye	bøyet	1
rang	klokkeklang	1
vene	pene	1
fosforkammer	lammer	1
trang	sirenesang	1
underfull	gull	1
brem	hvilehjem	1
silde	lille	1
fem	gjem	1
adelsbrev	strev	1
hal	bølgefall	1
fortelle	trelle	1
liljebånd	hand	1
plage	behage	1
tokter	dekokter	1
skrammer	prammer	1
gjører	forfører	1
hat	parat	1
himmelranden	selvannen	1
bringer	springer	1
oppsvinge	bringe	1
verre	herre	1
Knut	skutt	1
Hull	ull	1
folkestevnet	levnet	1
lang	betvang	1
svøpe	støpe	1
henrevet	svevet	1
avgrundsskinn	lampeskinn	1
trede	kjede	1
renholdsverk	frelserverk	1
formår	gård	1
hodeskalle	alle	1
violin	eventyr-sinn	1
skratt	mat	1
brott	betrådt	1
svin	måneskinn	1
riket	slike	1
sår	år	1
gatesprekk	strekk	1
dem	klem	1
Ølversønn	tjønn	1
kun	ørkenbunn	1
lin	syrin	1
kry	gny	1
forneden	Eden	1
deg	hei	1
farer	sparer	1
stanger	folke-sanger	1
pakk	snakk	1
gater	hater	1
kjempe-sang	jubelsang	1
renner	synderinner	1
krans	bølgedans	1
stunden	folke-bunnen	1
iblandt	pant	1
gul	rickshawhjul	1
sol	Hol	1
stans	blomsterkrans	1
fremstige	slike	1
kongetroner	troner	1
tærner	kjerner	1
seire	beleire	1
røvet	bedrøvet	1
trellehop	rop	1
ry	stjernegry	1
seierssang	forårssang	1
sang	engang	1
kun	blund	1
verne	tærne	1
bøyes	nøyes	1
verdensstat	at	1
min	pålandsvind	1
alvorsfullt	fullt	1
flammespill	klokkespill	1
Bull	omkull	1
solskinnsvind	grind	1
jubelsang	kjøkkengang	1
blande	forbanne	1
kjempe-sang	kjøkkengang	1
svirefest	offerprest	1
sprekk	trekk	1
færre	verre	1
skjød	lød	1
bladehang	tang	1
utrolig	urolig	1
edderkopp	mastetopp	1
demper	kjemper	1
sitt	vidt	1
brott	rått	1
bind	sommervind	1
spy	ry	1
renholdsverk	plankeverk	1
navner	havner	1
fans	sans	1
fordrevet	krevet	1
finn	svin	1
forfekter	nekter	1
forlatt	dravat	1
øvet	prøvet	1
ætten	sletten	1
pynt	forkynt	1
gøyeblikk	prikk	1
stiller	triller	1
forlatt	kamerat	1
kast	kvast	1
betvang	Rolland	1
sang	betvang	1
dem	hvem	1
slå	på	1
forteller	bjeller	1
Cheval	bacchanal	1
viktig	forsiktig	1
myr	knyr	1
tind	nordenvind	1
høvdingånd	hand	1
klirrer	dirrer	1
dem	hjem	1
parnass	pass	1
besetter	fletter	1
befrierverk	merk	1
derhenne	svenne	1
dertil	mil	1
slange	sange	1
betvang	tang	1
godt	slott	1
forstått	yacht	1
stut	krutt	1
fiskerånd	mon	1
trekk	skrekk	1
tilsmiler	smiler	1
likefrem	frem	1
formilde	snille	1
fly	ly	1
farveller	kvelder	1
spy	by	1
Gynt	mynt	1
instrumenter	prenter	1
flakker	attakker	1
kaste	filisterkaste	1
bule	klippehule	1
trøst	øst	1
apespill	ørkenild	1
derinn	trinn	1
vintersky	gny	1
revet	kingelvevet	1
klædebon	sånn	1
april	smil	1
opp	mastetopp	1
åpenbares	spares	1
flat	fat	1
fløytespill	mild	1
grein	rein	1
kjempepolyp	dyp	1
hasp	asp	1
redningsverk	frelserverk	1
brott	stjerneblått	1
sløve	prøve	1
rått	rikmannslott	1
fukter	bukter	1
duften	blomsterduften	1
vrede	glede	1
velde	felle	1
mast	strålekast	1
vemodsfull	kjempe-kull	1
kjerne	kaserne	1
nikk	blikk	1
Bugge-Hans	farvesans	1
slut	forskutt	1
perle-smykke	smykke	1
lidt	vidt	1
rekker	snekker	1
spore	roret	1
Natt	at	1
gigant	sant	1
byder	dyder	1
eng	heng	1
igang	Rolland	1
blide	side	1
nordvesten	arresten	1
gruset	knuse	1
påferde	lærde	1
musikk	gikk	1
kinn	solskinnsvind	1
tromme	komme	1
dine	pine	1
berguhyre	Dyre	1
frukt	smukt	1
gullplateklang	ingengang	1
kamerater	pater	1
slang	Nang	1
oss	loss	1
frisk	fisk	1
skatt	soldat	1
strenger	sprenger	1
partisaner	planer	1
inn	kjerringgrin	1
teller	bryllupsfeller	1
ro	to	1
merkestang	avskjedssang	1
hvil	klokkespill	1
sommerblekt	dekt	1
tonestrøm	svøm	1
tanke	redningsplanke	1
tankefull	tull	1
gry	bly	1
blikke	slikke	1
igang	tang	1
Rolland	fuglesang	1
bål	dvergemål	1
dage	plage	1
krenket	benket	1
oljesveis	mahognibeis	1
berguhyre	fyre	1
stat	fatt	1
brygg	bølgerygg	1
gjennomstinge	tvinge	1
forpester	rester	1
politikk	juleskikk	1
blund	rund	1
skjær	hær	1
glatt	soldat	1
lakker	kirkebakker	1
prat	soldat	1
knopp	topp	1
hør	honnør	1
hede	kjede	1
gå	grå	1
lat	bratt	1
historiedønn	Ølversønn	1
ler	leire	1
flott	himmelblått	1
vekk	trekk	1
Hør	klør	1
gård	slår	1
spilt	vilt	1
henrykke	trykke	1
gjemmer	lemmer	1
byer	fornyer	1
Ørn	sognebørn	1
spant	vant	1
kalle	kallet	1
tvang	slang	1
ly	verdensby	1
klare	bare	1
stillehavspassat	glatt	1
fiskerånd	evighetsbånd	1
tonetrang	folkerang	1
blest	rest	1
svinger	lansesvinger	1
vare	venneskare	1
dans	herskerkrans	1
prikke	slikke	1
neger	beger	1
at	betatt	1
Ølversønn	smerte-stønn	1
brisk	grisk	1
tanke	ranke	1
lunden	bunnen	1
kanin	blind	1
svang	alfesang	1
dans	sans	1
humør	rosenglør	1
trafikk	avskjedsblikk	1
sprang	klang	1
prammer	lammer	1
Bugge-Hans	tornekrans	1
kanin	hermelin	1
barneskare	skare	1
broderhånd	ordensbånd	1
sletter	spretter	1
solmorgenstund	fund	1
dager	nager	1
vått	kott	1
blinke	minke	1
baner	ahner	1
klokkeklang	forårssang	1
plankeverk	frelserverk	1
lavt	draft	1
drager	forjager	1
lind	fiolin	1
sener	grener	1
klyver	lyver	1
syrerslaget	behage	1
krykker	nykker	1
drammer	rammer	1
enevelde	trelle	1
ditinn	svin	1
stønner	drønner	1
lokomotiv	siv	1
jevne	stevne	1
vanvidsnatt	skvatt	1
hevne	evne	1
purpurkjol	symbol	1
hatt	forlatt	1
blund	elvebunn	1
flakse	akse	1
tør	slør	1
Høye	bøyet	1
hår	slår	1
din	violin	1
barneskare	klare	1
Bugge-Hans	brudekrans	1
vintersky	ny	1
stått	godt	1
kjøkemester	forpester	1
kuldegyset	lyset	1
stjerneblått	kott	1
hvin	måneskinn	1
vind	eventyr-sinn	1
fjerne	hjerne	1
spisesal	Baal	1
iler	tviler	1
vingefang	bladehang	1
ord	bror	1
solgangsild	narrespill	1
bedrager	avskjedsklager	1
gremme	stemme	1
Hans	dømmesans	1
ring	spring	1
rytter	flytter	1
bisp-synoden	moden	1
gjaldt	kalt	1
jage	forårsdage	1
myr	bestyr	1
fordølger	følger	1
hang	vang	1
marmortrinn	sinn	1
svike	minnerike	1
solmorgenstund	hjertegrunn	1
forsilde	bryllupsgilde	1
fløytespill	il	1
stanger	slanger	1
parat	dravat	1
pærer	kimærer	1
forskutt	slutt	1
drevet	strevet	1
parat	kamerat	1
grein	hegn	1
intriger	stiger	1
seire	trer	1
jager	nager	1
bunn	flammemunn	1
hente	kjente	1
nært	lært	1
betvang	trang	1
brudeslør	sør	1
ravn	gavn	1
telt	delt	1
kongress	tess	1
blidt	Krit	1
Hull	fortrøstningsfull	1
grisk	pisk	1
daget	ridderslaget	1
tøy	drøy	1
søndenvind	fiolin	1
slavinner	minner	1
foreskrev	billedvev	1
stammer	hammer	1
svinge	betvinge	1
ridetøy-	regnbueøy	1
ritt	vidt	1
raller	faller	1
briste	Kviste	1
mage	sage	1
velde	skjønnhets-velde	1
stridt	sitt	1
utkåret	skåret	1
metropol	frivol	1
falanger	ganger	1
kart	snart	1
bunn	Staupersund	1
myre	styre	1
drønner	rønner	1
hester	gjeste	1
harpespill	hvil	1
stans	glans	1
aveny	bly	1
lang	blomstervang	1
trua	stua	1
blomsterkrans	solskinnsglans	1
kaprifol	æressol	1
nemme	demme	1
Staupersund	blomstergrunn	1
sagastol	pol	1
klage	plage	1
støp	svøp	1
eneste	reneste	1
sinn	arbeidervin	1
ørnesinn	lin	1
tanke	blanke	1
sund	sunn	1
opp	dvergfurutopp	1
ringe	betvinge	1
klokkeklang	kjøkkengang	1
drømmesyn	syn	1
dyst	lyst	1
haft	raft	1
kviste	dødningkiste	1
pike	tillike	1
seierskrans	krans	1
humane	ane	1
engang	solnedgang	1
lampeskinn	inn	1
lin	sølvsardin	1
bandt	svant	1
henne	fullende	1
bjørk	dørk	1
smil	sild	1
byll	idyll	1
skjønn	sønn	1
kvarter	leire	1
åpenbarer	erfarer	1
gassbeholder	volder	1
fortidsstat	mat	1
sognebørn	bjørn	1
regnbueøy	tøy	1
leber	feber	1
kilen	hvilen	1
klem	strålebrem	1
tilside	vide	1
revne	evne	1
ørkenbunn	stund	1
bladehang	forårssang	1
stuen	luen	1
sonet	kronet	1
projekt	centnervekt	1
jubelklang	seierssang	1
igang	trang	1
bunn	sunn	1
Høye	pløye	1
forvrenge	lenge	1
renker	senker	1
tiggerskare	fanfare	1
gress	ness	1
hagen	dagen	1
våres	imorges	1
Amen	tamme	1
solskinnsfly	morgensky	1
neste	heste	1
stykke	fryse	1
skulderband	helvedånd	1
betrede	berede	1
såret	håret	1
fangehull	full	1
dekk	gatesprekk	1
hatt	satt	1
brenne	derhenne	1
bedrager	jager	1
kilder	griller	1
vang	milelang	1
kilde	vilde	1
kiste	dødningkiste	1
prestinner	barneminner	1
blinde	vinne	1
pral	sval	1
hampen	dampen	1
sønderskutt	bølgesprut	1
fart	klart	1
give	forblive	1
kratt	dravat	1
bestjele	hæler	1
gjeldte	helter	1
's	stråleglans	1
sang	blomstervang	1
vold	hedenold	1
inn	eventyr-sinn	1
penger	flenger	1
kun	sekund	1
kvede	betrede	1
stue	grue	1
ødelanden	annen	1
beklemt	stemt	1
kirkedalen	pralen	1
hugger	dugger	1
vinket	blinket	1
betvang	forårssang	1
renkespill	vill	1
jettekvinner	svinner	1
romantikk	fikk	1
æoner	millioner	1
maskiner	piner	1
sprang	sirenesang	1
slekt	frekt	1
marsaftenvind	syrin	1
kunster	lokomotiv	1
vippe	slippe	1
skremme	gjemme	1
munnen	lunden	1
fanfare	bevare	1
stemmer	klemmer	1
menneskemunn	elvebunn	1
ryker	fyker	1
stang	blomstervang	1
solgangsild	pil	1
født	rødt	1
hedningeby	vikingery	1
havn	stavn	1
gjemme	tordenstemme	1
suse	kruset	1
lind	derinn	1
politikk	hornmusikk	1
seierskrans	farvesans	1
henrevet	sønderrevet	1
vinger	stinger	1
slang	engang	1
solgangsild	tvil	1
press	etsteds	1
hodebry	fiskerby	1
frelserverk	skaperverk	1
retter	gjetter	1
hvin	arbeidervin	1
bjelkehall	tempelhall	1
rabbiner	piner	1
suse	huset	1
synderinner	kvinner	1
vang	strengeklang	1
sommernatt	dravat	1
sprekk	vekk	1
spinn	inn	1
forstår	slår	1
rund	solmorgenstund	1
lov	grov	1
vemodsfull	kummerfull	1
sommernetter	silhuetter	1
ur	kultur	1
trofer	beber	1
solskinnsfly	tordensky	1
kaldt	falt	1
magneten	profeten	1
karakter	leire	1
stjerneblått	huldreslått	1
Cheval	dal	1
verdensby	vikingery	1
høvdingånd	hånd	1
palass	parnass	1
dømmer	strømmer	1
rank	sank	1
kratt	vinter-natt	1
forårshimmel	stimmel	1
rike	himmelriker	1
vare	krigerskare	1
tørn	sognebørn	1
smerte-stønn	grønn	1
smilte	hvilte	1
spore	orde	1
stund	puddelhund	1
hevne	nevne	1
krøp	kjøp	1
kilometer	hemmeligheter	1
dødt	hestekjøtt	1
fanfare	sokneskare	1
slang	betvang	1
tiggerskare	svare	1
meier	neier	1
offerlund	morgenstund	1
før	sør	1
romerferd	oldinge-verd	1
vi	forbi	1
palmesving	sving	1
ravneunger	hunger	1
amuletter	letter	1
englebud	skrud	1
haller	raller	1
ikke	kvikke	1
brott	slått	1
dagligdagse	akse	1
gjemmer	menneskestemmer	1
møy	fløy	1
herfra	sva	1
sus	rus	1
titt	kreditt	1
synderinner	forsvinner	1
skjød	rød	1
møye.	bøye	1
knuse	huse	1
knyr	offerdyr	1
vill	sommermild	1
engel	stengel	1
elende	tilkjenne	1
til	narrespill	1
dekk	sprekk	1
kanin	min	1
søndenvind	derinn	1
slott	fått	1
granitt	slitt	1
lokk	fiende-flokk	1
smykke	henrykke	1
stor	nord	1
bede	nede	1
himmelriker	fremstige	1
fjernet	vernet	1
forjaget	jaget	1
skrenter	renter	1
stat	soldat	1
branne	vanne	1
avgrundsskinn	måneskinn	1
ter	officer	1
grus	lus	1
lenges	henges	1
forpester	Mester	1
humør	tør	1
navn	kjærlighets-favn	1
sommernatt	vinter-natt	1
hatt	flat	1
fanfare	åpenbare	1
skulderband	sånn	1
skafott	slott	1
iblant	sant	1
måneskinn	nordenvind	1
strenge	trenge	1
grunn	rund	1
kassen	klassen	1
svaret	forklaret	1
pløyet	fornøye	1
skritt	Krit	1
sund	blomstergrunn	1
gatelarm	barm	1
toner	troner	1
barne-sanne	sanne	1
gjemmer	beskjemmer	1
sa	a	1
kirkeflokk	stokk	1
felles	eldes	1
sval	pastoral	1
hast	krasst	1
offerild	apespill	1
kov	lov	1
vingefang	fang	1
netter	amuletter	1
forskrekket	gjekket	1
springer	tvinger	1
slør	honnør	1
gatedrenger	henger	1
klinger	tvinger	1
rygge	himmelbrygge	1
kongetroner	legioner	1
ryster	bryster	1
hellet	tonevellet	1
tvende	brenne	1
tinder	spinner	1
formilde	silde	1
lind	solskinnsvind	1
betatt	kamerat	1
tankefull	kjempe-kull	1
mareritt	vidt	1
Harmen	armen	1
hun	englemunn	1
lidt	titt	1
øyet	døyet	1
drønn	søstersønn	1
fly	krigerby	1
feste	heste	1
sitt	ditt	1
fiolin	solskinnsvind	1
drøye	Høye	1
slange	søylegange	1
seierskrans	brudekrans	1
fangehull	gull	1
kongebolig	urolig	1
svike	vike	1
eiet	pleiet	1
ulmet	nattemulmet	1
makter	forakter	1
tømmen	strømmen	1
parodier	lier	1
skratt	fat	1
gnister	frister	1
ro	tro	1
utsletter	hetter	1
forstening	mening	1
drønn	smertensstønn	1
klem	gjem	1
svin	sardin	1
hang	kjempe-sang	1
besvart	standart	1
lød	nød	1
kvass	pass	1
kvide	stride	1
letter	metter	1
Nang	klang	1
klinge	tvinge	1
klart	art	1
ørnesinn	pålandsvind	1
mast	hast	1
politikk	klikk	1
måsen	kråsen	1
tråde	sådde	1
rang	sirenesang	1
vingefang	stang	1
tyrepanne	bande	1
klippeegn	rein	1
fritt	midt	1
kobberfjes	yes	1
tjelde	bjelle	1
bordet	roret	1
buden	bruden	1
trang	solnedgang	1
strammer	flammer	1
forbanne	sanne	1
ihjel	hel	1
stund	munn	1
svang	klokkeklang	1
stjele	dvele	1
Pan	Glahn	1
smertensstønn	sønn	1
skatt	mat	1
mat	smatt	1
drage	behage	1
spant	rant	1
laste	baste	1
's	santkehans	1
Østaskog	lov	1
vått	spott	1
søndenvind	solskinnsvind	1
folkehellet	bakkehellet	1
disipliner	triner	1
pult	fullt	1
himmelblått	kott	1
skrud	nådebud	1
hang	vingefang	1
slut	lut	1
klippegrunn	puddelhund	1
hernede	dernede	1
gang	Rolland	1
skremme	nemme	1
lur	ur	1
fryser	lyser	1
kviste	liste	1
blinder	spinner	1
trelleslekt	sommerblekt	1
kuren	muren	1
behager	avskjedsklager	1
granetopp	mastetopp	1
dravat	satt	1
fikk	hornmusikk	1
dvele	dele	1
til	pil	1
morraspill	kil	1
strømte	dømte	1
bunn	sund	1
Hol	æressol	1
historiedønn	tjønn	1
gang	tang	1
ånd	ledebånd	1
snille	skille	1
natt	fortidsstat	1
brudekrans	fans	1
humør	rør	1
hjul	hul	1
kåren	himmelbåren	1
makt	prakt	1
svin	fin	1
spille	vilde	1
seierssang	Nang	1
stue	bue	1
produkt	lukt	1
broderhånd	hosebånd	1
fange	lange	1
til	tvil	1
høye	nøye	1
kinden	forinnen	1
mor	bror	1
jekt	varetekt	1
dammer	prammer	1
Bugge-Hans	solskinnsglans	1
grille	bryllupsgilde	1
spisesal	skral	1
sølvsardin	pålandsvind	1
narreskrud	Gud	1
faste	filisterkaste	1
fukter	frukter	1
natt	parat	1
blomstergrunn	elvebunn	1
morgen-røden	seiersgløden	1
manne-fall	tall	1
hannen	stranden	1
folkeskarer	forsvarer	1
perle-smykke	seiers-smykke	1
avgrundsskinn	arbeidervin	1
trærne	kaserne	1
harpespill	kil	1
lidt	kreditt	1
annet	vannet	1
rart	bart	1
likferdsskrud	embedsskrud	1
Dernede	dernede	1
furet	buret	1
folke-sanger	vanger	1
kiste	liste	1
slynger	synger	1
tretter	sletter	1
gavner	havner	1
narrespill	pil	1
fornøyet	pløyet	1
alarm	larm	1
bjelle	melde	1
orde	snore	1
befal	storadmiral	1
rund	fund	1
Moabit	tidt	1
lemper	demper	1
dravat	stat	1
gjøk	føk	1
fund	elvebunn	1
narrespill	tvil	1
tegne	Reine	1
solskinnsfly	gny	1
bølgespill	narrespill	1
kall	skall	1
dømmesans	guddomsglans	1
Sanktehans	hans	1
kanin	vin	1
